Var_Name,Var_Text
RIFLE,S50SHOULD HIGH POWER RIFLE SALE BE LIMITED TO MILITARY
HIVKISS,KISS CAN SPREAD HIV
NATARMSY,NATIONAL DEFENSE -- VERSION Y
HIVTEST,1IN WHAT MONTH AND YEAR WAS YOUR LAST HIV TEST
ISCO88,"RESPONDENT'S OCCUPATION, 1980 CENSUS & 1988 ISCO CODE"
GENDER10,GENDER OF 10TH PERSON
SIBS,NUMBER OF BROTHERS AND SISTERS
CLSENOAM,HOW CLOSE DO YOU FEEL TO NORTH AMERICA  
HOMOSEX,HOMOSEXUAL SEX RELATIONS
INTRACE2,INTERVIEWER S RACE2
AMCULT,IT IS IMPOSSIBLE TO BECOME FULLY AMERICAN                
CONBUS,YMAJOR COMPANIES -- VERSION Z
GRPPARTY,R BELONGS TO A POLITICAL PARTY  
MNTLHLTH,DAYS OF POOR MENTAL HEALTH PAST 30 DAYS
RELSP9,RELATIONSHIP OF PERSON 9 TO SPOUSE OF HOUSEHOL
SPKLANG,3WHAT LANGUAGE(S) DO YOU SPEAK WELL?             
IMMCULT,IMMIGRANTS UNDERMINE AMERICAN CULTURE
FORLAND,FOREIGNERS SHOULD NOT BE ALLOWED TO BUY LAND  
POPESPKS,POPE IS INFALLIBLE ON MATTERS OF FAITH OR MORALS
RELIG,3RELIGIOUS PREFERENCE OF PERSON #3
CONDRIFT,SCI KNOWLEDGE: THE CONTINENTS HAVE BEEN MOVING
WHERE1,1WHERE IS 11TH PERSON (VISITOR) STAYING?
PAISCO88,"R'S FATHER'S OCCUPATION, 1980 CENSUS & 1988 ISCO CODE"
RELATE1,0RELATIONSHIP OF 10TH PERSON TO HOUSEHOLD HEAD
UNEMP,5UNEMPLOYED IN LAST 5 YRS
WORKFOR1,R WORK FOR WHOM
CLASS,YSUBJECTIVE SOCIAL CLASS-VERSION Y
SPDIPGED,"SPOUSE DIPLOMA, GED, OR OTHER"
SPKMSLM,ALLOW MUSLIM CLERGYMEN PREACHING HATRED OF THE US
IMMCRIME,IMMIGRANTS INCREASE CRIME RATES  
ISSP,FILTER FOR ISSP CASES
GENDER1,2GENDER OF 12TH PERSON (VISITOR)
INTHISP,"IS INTERVIEWER SPANISH, HISPANIC OR LATINO"
FAIR,WHTSWHITES COMMITTED TO FAIR AND EQUAL TREATMENT OF
NATEDUC,YEDUCATION -- VERSION Y
KNOWSCHD,HOW FAR IN ADVANCE KNOW WORK SCHEDULE
PATRIOT3,PATRIOTIC FEELINGS ARE NEEDED FOR AMERICA TO REMAIN UNITED
RACE,CEN3WHAT IS RS RACE 3RD MENTION
CARESELF,THOSE IN NEED HAVE TO TAKE CARE OF THEMSELVES
RELSP1,2RELATIONSHIP OF PERSON 12 TO SPOUSE OF HOUSEHO
VALGIVEN,TOTAL DONATIONS PAST YEAR R AND IMMEDIATE FAMILY
RACDIF4,DIFFERENCES DUE TO LACK OF WILL
ACCPTOTH,R ACCEPT OTHERS EVEN WHEN THEY DO THINGS WRONG
HELPJOB,HELPED SOMEBODY TO FIND A JOB PAST 12 MONTHS
HLPEQUIP,ENOUGH HELP AND EQUIP TO GE THE JOB DONE
OLD2,AGE OF 2ND PERSON
SEX,3SEX OF PERSON NUMBER 3
OTHER,3PERSON #3 IS OTHER TYPE OF ACQUAINTANCE
SEX,HARR EXPERIENCED SEXUAL HARASSMENT
SOLARREV,SCI KNOWLEDGE: HOW LONG THE EARTH GOES AROUND THE SUN
SPSEI10EDUC,PERCENTAGE OF SOME COLLEGE EDUC IN SPOCC10 BASED ON ACS 2010
OTHLANG,1WHAT OTHER LANGUAGES DOES R SPEAK
WORKDIFF,R DOES NUMEROUS THINGS ON JOB
PAINARMS,R HAD PAIN IN THE ARMS IN THE PAST 12 MONTHS
OLD10,AGE OF 1OTH PERSON
RACDIF3,DIFFERENCES DUE TO LACK OF EDUCATION
AGE,2AGE OF PERSON #2
EDUC,2EDUCATION LEVEL OF PERSON #2
FAIR,PEOPLE FAIR OR TRY TO TAKE ADVANTAGE
RACE,3RACE OF PERSON NUMBER 3
JOBHOUR,SHORT WORKING HOURS
SATJOB,JOB OR HOUSEWORK
COLHOMO,ALLOW HOMOSEXUAL TO TEACH
SPSEI10,INCPERCENTAGE OF $45K+ EARNERS IN SPOCC10 BASED ON ACS 2010
WHOELSE2,PRESENCE OF OTHERS: OLDER CHILDREN
WHERE1,4WHERE IS 14TH PERSON (VISITOR) STAYING?
YEAR,SJOBTIME AT CURRENT JOB
ZODIAC,RESPONDENTS ASTROLOGICAL SIGN
PARTYID,3PARTY ID OF PERSON #3
COMPPERF,SIZE OF PERF BASED PAY DEPEND ON PROFITS
FECHLD,MOTHER WORKING DOESN'T HURT CHILDREN
REGION,REGION OF INTERVIEW
TRUST,YCAN PEOPLE BE TRUSTED-VERSION Y
WORKFAST,JOB REQUIRES R TO WORK FAST
PATRIOT2,PATRIOTIC FEELINGS LEAD TO INTOLERANCE IN AMERICA
BORN,HOMEWHAT KIND OF HOUSE RS FAMILY LIVED AT BIRTH
MASEI10,EDUCPERCENTAGE OF SOME COLLEGE EDUC IN MAOCC10 BASED ON ACS 2010
INTYRS,YEARS OF SERVICE AS AN INTERVIEWER AT NORC
YEARSJOB,TIME AT CURRENT JOB
RELHH1,3RELATIONSHIP OF PERSON 13 TO HEAD OF HOUSEHOLD
SEI10,EDUCPERCENTAGE OF SOME COLLEGE EDUC IN OCC10 BASED ON ACS 2010
INTENVIR,INTERESTED IN ENVIRONMENTAL ISSUES
AMCIT,HOW IMPORTANT TO HAVE AMERICAN CITIZENSHIP       
FAIR,HSPSHISPANICS COMMITTED TO FAIR AND EQUAL TREATMENT
RACE,THASPOINTS ASSIGNED TO ASIAN AMERICAN
WHERE8,WHERE IS 8TH PERSON STAYING?
OTHLANG,CAN R SPEAK LANGUAGE OTHER THAN ENGLISH/SPANISH
HRSRELAX,HOURS PER DAY R HAVE TO RELAX
BIBLE,FEELINGS ABOUT THE BIBLE
WORDG,WORD G
EXPTEXT,WHY IS IT BETTER TO TEST DRUG THIS WAY
MAR14,MARITAL STATUS OF 14TH PERSON (VISITOR)
REVMEET,ALLOWED TO HOLD PUB MEETING FOR PPL WHO WANT OVERTHROW
AMBORNIN,HOW IMPORTANT TO HAVE BEEN BORN IN AMERICA       
RELSP1,RELATIONSHIP OF PERSON 1 TO SPOUSE OF HOUSEHOL
POLHITOK,EVER APPROVE OF POLICE STRIKING CITIZEN
PILLOK,YBIRTH CONTROL TO TEENAGERS 14-16 (FORM 2)
WTSS,NRWEIGHT VARIABLE
WRLDGOVT,INTERNATIONAL BODIES SHOULD ENFORCE ENVIRONMENT  
HIVTEST2,WHERE DID YOU HAVE YOUR LAST HIV TEST
HRS1,NUMBER OF HOURS WORKED LAST WEEK
WKSUB,SDOES SUPERVISOR HAVE SUPERVISOR
JOBSEC,OKTHE JOB SECURITY IS GOOD
AMPROUD1,HOW PROUD BEING AMERICAN 
HIVVAC,THERE IS A VACCINE THAT CAN PREVENT HIV
NATENVIY,THE ENVIRONMENT -- VERSION Y
SLPPRBLM,TROUBLE SLEEPING LAST 12 MONTHS
WORDH,WORD H
SPEFTOTLT,TOTAL NUMBER OF STUDENTS ENROLLED IN COLLEGE SPOUSE ATTENDED
ABPOOR,WWRONG FOR WOMAN TO GET ABORTION IF LOW INCOME?
PARTYID,2PARTY ID OF PERSON #2
LOCALNUM,NUMBER OF EMPLOYEES: RS WORK SITE
RELATE1,RELATIONSHIP OF 1ST PERSON TO HOUSEHOLD HEAD
RELIG,KIDRELIGION R WAS RAISED IN
ELECTRON,SCI KNOWLEDGE: ELECTRONS ARE SMALLER THAN ATOMS
NATRACE,IMPROVING THE CONDITIONS OF BLACKS
HISPANIC,HISPANIC SPECIFIED
SEI10,R'S SOCIOECONOMIC INDEX (2010)
FUND16,HOW FUNDAMENTALIST WAS R AT AGE 16
REG16,"REGION OF RESIDENCE, AGE 16"
SOLOK,HOW IMPORTANT: CITIZENS HAVE ADEQUATE STANDARD OF LIVING
PEOCNTCT,HOW MANY PEOPLE IN CONTACT IN A TYPICAL WEEKDAY
AWAY3,IS 3RD PERSON STAYING SOMEWHERE ELSE NOW?
MAWRKGRW,MOTHERS EMPLOYMENT WHEN R WAS 16
RELHH9,RELATIONSHIP OF PERSON 9 TO HEAD OF HOUSEHOLD
AGE,RELEXAGE OF R AT RELIGIOUS EXPERIENCE
INTAGE,AGE OF INTERVIEWER
FEFAM,"BETTER FOR MAN TO WORK, WOMAN TEND HOME"
POLEFF11,DON'T HAVE ANY SAY ABOUT WHAT THE GOVERNMENT DOES       
MARHOMO,HOMOSEXUALS SHOULD HAVE RIGHT TO MARRY
KIDSSOL,RS KIDS LIVING STANDARD COMPARED TO R
OTHERSEX,R HAD SEX WITH SOME OTHER LAST YEAR
SPANSELF,"IF THIS INTERVIEW HAD ONLY BEEN AVAILABLE IN ENGLISH, WOULD YOU–"
GOD,OCLAST WEEK WENT TO SEE A DOCTOR? 
DENOM,SCHDENOMINATION OF SCHOOL CHILDREN ATTENDED
POWRORGS,INTL ORGS TAKE AWAY MUCH POWER FROM AMERICAN GOVT 
IF08WHO,WHO YOU WOULD HAVE VOTED FOR
FAIR,HWRKDIVISION OF WORK UNFAIR TO YOU OR SPOUSE         
SUICIDE2,SUICIDE IF BANKRUPT
CONARMY,YMILITARY -- VERSION Z
LIBHOMO,ALLOW HOMOSEXUALS BOOK IN LIBRARY
GIVHMLSS,R HAS GIVEN FOOD OR MONEY TO A HOMELESS PERSON
WHENCOL,WHEN RECEIVED COLLEGE DEGREE
AWAY1,2IS 12TH PERSON (VISITOR) STAYING ELSEWHERE NOW?
INCOME06,TOTAL FAMILY INCOME
MAR3,MARITAL STATUS OF 3RD PERSON
WORKWHTS,HARD WORKING - LAZY
MARWHT,R FAVOR CLOSE RELATIVE MARRYING WHITE PERSON
PRES08,VOTE OBAMA OR MCCAIN
NATARMS,ZSTRENGTHENING NATIONAL DEFENSE -- VER Z
NATEDUC,IMPROVING NATIONS EDUCATION SYSTEM
SEX,"SEX18SINCE AGE 18, HAVE YOUR SEX PARTNERS BEEN–"
ELECVOTE,HOW HONEST LAST NATL ELECTION: COUNTING OF VOTES  
GVTRGHTS,GOVT SHOULD RESPECT DEMOCRATIC RIGHTS
MAR1,1MARITAL STATUS OF 11TH PERSON (VISITOR)
SEI10,INCPERCENTAGE OF $45K+ EARNERS IN OCC10 BASED ON ACS 2010
FORMWT,WEIGHT DEAL WITH EXPERIMENTAL RANDOMIZATION
AMSPORTS,AGREE SPORTS MAKES ME PROUD TO BE AN AMERICAN    
NATMASS,MASS TRANSPORTATION
RELSP1,4RELATIONSHIP OF PERSON 14 TO SPOUSE OF HOUSEHO
PORNLAW,FEELINGS ABOUT PORNOGRAPHY LAWS
NATROAD,HIGHWAYS AND BRIDGES
INTLWHTS,UNINTELLIGENT -INTELLIGENT
SPREL,SPOUSES RELIGIOUS PREFERENCE
RELATE4,RELATIONSHIP OF 4TH PERSON TO HOUSEHOLD HEAD
RELIG,SPR'S SPOUSE'S RELIGION
RELITEN,STRENGTH OF AFFILIATION
ACTLAW,HOW LIKELY R TO DO SOMETHING IF UNJUST LAW BEING CONS
MASEI10INC,PERCENTAGE OF $45K+ EARNERS IN MAOCC10 BASED ON ACS 2010
HURTATWK,NUMBER OF INJURIES ON THE JOB PAST 12 MONTHS
VPSU,VARIANCE PRIMARY SAMPLING UNIT
FEELEVEL,AMOUNT OF FEES PAID
PROUDDEM,HOW PROUD THE WAY DEMOCRACY WORKS                
OLD5,AGE OF 5TH PERSON
RELATE7,RELATIONSHIP OF 7TH PERSON TO HOUSEHOLD HEAD
USESKILL,HOW MUCH PAST SKILLS CAN YOU MAKE USE IN PRESENT
GOD,SELLSRELIGIOUS IMAGE TO SELL PRODUCTS 
SEX,"FREQ2NUMBER OF TIMES, SEX LAST MONTH"
PROUDECO,HOW PROUD AMERICA'S ECONOMIC ACHIEVEMENTS        
MINCULT,ETHNIC MINORITIES SHOULD BE GIVEN GOV ASSISTANCE         
RESPNUM,NUMBER IN FAMILY OF R
FAMDIF16,REASON NOT LIVING WITH PARENTS
JOBLOSE,IS R LIKELY TO LOSE JOB
COLSCINM,NUMBER OF COLLEGE-LEVEL SCI COURSES R HAVE TAKEN
COLMSLM,ALLOW ANTI-AMERICAN MUSLIM CLERGYMEN TEACHING IN COLLEGE
NATDRUG,ZREDUCING DRUG ADDICTION -- VERSION Z
HOMOSEX,1IS HOMOSEXUAL SEX WRONG?
WTSSNR,WEIGHT VARIABLE
USCITZN,IS R US CITIZEN
POPULAR,TO BE WELL LIKED OR POPULAR
LETIN1A,NUMBER OF IMMIGRANTS NOWADAYS SHOULD BE
HEALTH,12R USE WEB FOR HEALTH INFORMATION IN PAST 12 MON
INTEDUC,INTERESTED IN LOCAL SCHOOL ISSUES
SCINEWS2,MAGAZINE PRINTED OR ONLINE
GOD,RIGHTGOD'S LAWS SHOULD DECIDE RIGHT AND WRONG
HEALTH,1RS HEALTH IN GENERAL
IMMAMECO,IMMIGRANTS GOOD FOR AMERICA  
JOBFIND1,HOW EASY FOR R TO FIND A SAME JOB
AFFCTLAW,HOW LIKELY CONGRESS GIVE SERIOUS ATTENTION TO RS DEMANDS
RELHH10,RELATIONSHIP OF PERSON 10 TO HEAD OF HOUSEHOLD
SEXFREQ,FREQUENCY OF SEX DURING LAST YEAR
RESPECT,R TREATED WITH RESPECT AT WORK
PRESTG10,5PLUSRS OCCUPATIONAL PRESTIGE SCORE USING THRESHOLD METHOD (2010)
AGE,RBORNAGE OF R AT BORN-AGAIN EXPERIENCE
HLTHDAYS,DAYS OF ACTIVITY LIMITATION PAST 30 DAYS
OBEY,SYOBEYS PARENTS WELL-VERSION Y
ARTHRTIS,TOLD HAVE ARTHRITIS OR RHEUMATISM
PROUDEMP,R PROUD TO WORK FOR EMPLOYER
CONEDUC,CONFIDENCE IN EDUCATION
LIBMIL,ALLOW MILITARISTS BOOK IN LIBRARY
USEMEDIA,CONTACTED IN THE MEDIA TO EXPRESS VIEW  
GENDER12,GENDER OF 12TH PERSON (VISITOR)
PAWRKSLF,FATHER SELF-EMP. OR WORKED FOR SOMEBODY
RELIG,INFUS WOULD BE BETTER IF LESS RELIGIOUS      
SEX,UNIONSEX OF R'S SPOUSE/CIVIL UNION PARTNER/DOMESTIC PARTNER
OBEY,TCHIMPORTANT TO OBEY CHURCH TEACHINGS
IMPORTS,AMERICA SHOULD LIMIT THE IMPORT  
NUMMEN,NUMBER OF MALE SEX PARTNERS SINCE 18
NATFAREY,ASSISTANCE TO THE POOR -- VERSION Y
RELATE9,RELATIONSHIP OF 9TH PERSON TO HOUSEHOLD HEAD
IMMEDUC,LEGAL IMMIGRANTS SHOULD HAVE SAME EDUCATION AS AMERICANS
AGE,DPARSHOULD AGED LIVE WITH THEIR CHILDRENAGEDCHLDSHOULD GROWN CHILDREN LIVE WITH PARENTSWEEKSWRKWEEKS R. WORKED LAST YEAR
DEPTPERF,SIZE OF PERF BASED PAY DEPEND ON WORKGROUP
HVYLIFT,R DO REPEATED LIFTING
JOBMEANS,WORK IMPORTANT AND FEEL ACCOMPLISHMENT
GOD,RS CONFIDENCE IN THE EXISTENCE OF GOD
HAPMAR,HAPPINESS OF MARRIAGE
SUICIDE3,SUICIDE IF DISHONORED FAMILY
BETRLANG,WHICH LANGUAGE R SPEAKS MORE FLUENT
DIVLAW,DIVORCE LAWS
RELITEN,ASTRENGTH OF AFFILIATION
STRREDPG,ACCESS TO STRESS MANAGEMENT
ADULTS,HOUSEHOLD MEMBERS 18 YRS AND OLDER
WKSUBS,1DOES SUPERVISOR HAVE SUPERVISOR
CONARMY,CONFIDENCE IN MILITARY
POLATTAK,CITIZEN ATTACKING POLICEMAN WITH FISTS
RELHHD2,RELATION OF 2ND PERSON TO HOUSEHOLD HEAD
MASEI10,R'S MOTHER'S SOCIOECONOMIC INDEX (2010)
OLD3,AGE OF 3RD PERSON
AWAY1,4IS 14TH PERSON (VISITOR) STAYING ELSEWHERE NOW?
SPKMIL,ALLOW MILITARIST TO SPEAK
POLINTER,EXPRESSED POLITICAL VIEWS ON INTERNET PAST YEAR
RES2012,WAS R LIVING IN USA DURING APRIL-JUNE 2012
WAYPAID,HOW PAID IN MAIN JOB
AGE,5AGE OF PERSON #5
FORM,LTRNDID IT INCLUDE FORMAL TRAINING COURSE         
RELIG,INTRELIGIOUS PEOPLE ARE OFTEN TOO INTOLERANT     
HAPPY,GENERAL HAPPINESS
OTHER,2PERSON #2 IS OTHER TYPE OF ACQUAINTANCE
RGHTSMIN,HOW IMPORTANT: GOVT PROTECT RIGHT OF MINORITIES  
FINALTER,CHANGE IN FINANCIAL SITUATION
OLD13,AGE OF 13TH PERSON (VISITOR)
SOCOMMUN,SPEND EVENING WITH NEIGHBOR
TOOFEWWK,HOW OFTEN NOT ENOUGH STAFF
TRUSTMAN,R TRUST MANAGEMENT AT WORK
PASEI10,R'S FATHER'S SOCIOECONOMIC INDEX (2010)
WKSUB,DOES R OR SPOUSE HAVE SUPERVISOR
COWRKHLP,COWORKERS CAN BE RELIED ON WHEN R NEEDS HELP
SPANKING,FAVOR SPANKING TO DISCIPLINE CHILD
PAPRES10,FATHER'S OCCUPATIONAL PRESTIGE SCORE (2010)
DISCAFF,YCHANCE BLACKS PROMOTED AHEAD OF WHITES
HSMATH,THE HIGHEST LEVEL OF MATH R COMPLETED IN HIGH SCHOOL
AGE,"CMEUSIF BORN OUTSIDE USA, WHAT AGE WERE YOU WHEN YOU PERMANENTLY MOVED TO USA"
SPPRES10,SPOUSE OCCUPATIONAL PRESTIGE SCORE (2010)
EVWORK,EVER WORK AS LONG AS ONE YEAR
GOVDOOK,WE CAN TRUST PEOPLE IN GOVT
CANTRUST,PEOPLE CAN BE TRUSTED OR CANT BE TOO CAREFUL  
INCOME,77TOTAL FAMILY INCOME
SCIFROM,YWHERE GET SCIENCE AND TECHNOLOGY INFO
PRODCTIV,WORK CONDITIONS ALLOW PRODUCTIVITY
MAR1,0MARITAL STATUS OF 10TH PERSON
MISSWORK,MISS WORK FOR HEALTH PAST 30 DAYS
BIGBANG,SCI KNOWLEDGE: THE UNIVERSE BEGAN WITH A HUGE EXPLOSION
MAR9,MARITAL STATUS OF 9TH PERSON
FINRELA,OPINION OF FAMILY INCOME
MAR8,MARITAL STATUS OF 8TH PERSON
HAVEINFO,ENOUGH INFO TO GET THE JOB DONE
LETDIE1,YALLOW INCURABLE PATIENTS TO DIE (FORM 2)
WHERE12,WHERE IS 12TH PERSON (VISITOR) STAYING?
WHOELSE3,PRESENCE OF OTHERS: SPOUSE PARTNER
WLTHWHTS,RICH - POOR
EDUC,HIGHEST YEAR OF SCHOOL COMPLETED
EMPINPUT,R INVOLVED IN ANY TASK FORCE FOR DECISION-MAKING
PARTYID,POLITICAL PARTY AFFILIATION
WHOELSE4,PRESENCE OF OTHERS: OTHER RELATIVES
EVOLVED,SCI KNOWLEDGE: HUMAN BEINGS DEVELOPED FROM ANIMALS
EDUC,OPEQUAL OPPORTUNITY TO OBTAIN EDUCATION?
MAR1,3MARITAL STATUS OF 13TH PERSON (VISITOR)
SAMPCODE,SAMPLING ERROR CODE
RELHH11,RELATIONSHIP OF PERSON 11 TO HEAD OF HOUSEHOLD
WWWHR,WWW HOURS PER WEEK
WWWHR,WHOURS PER WEEK USING WORK COMPUTER WWW
INCOME,TOTAL FAMILY INCOME
ETH1,1ST MENTIONED COUNTRY OF ORIGIN                     
SPSEI10,EDUCPERCENTAGE OF SOME COLLEGE EDUC IN SPOCC10 BASED ON ACS 2010
SPDEG,SPOUSES HIGHEST DEGREE
TRUST,PEOTHERE ARE ONLY A FEW PPL R CAN TRUST COMPLETELY
TRUST,DOCWOULD TRUST MY DOCTOR                   
NATFARE,WELFARE
WHERE9,WHERE IS 9TH PERSON STAYING?
AWAY1,IS 1ST PERSON STAYING SOMEWHERE ELSE NOW?
ETH2,2ND MENTIONED COUNTRY OF ORIGIN                     
DIVORCE,5DIVORCED IN LAST 5 YRS
NATENRGY,DEVELOPING ALTERNATIVE ENERGY SOURCES
BALLOT,BALLOT USED FOR INTERVIEW
HELPSICK,SHOULD GOVT HELP PAY FOR MEDICAL CARE?
LIVEWHTS,R FAVORS LIVING IN HALF WHITE NEIGHBORHOOD
PARTNRS5,HOW MANY SEX PARTNERS R HAD IN LAST 5 YEARS
MAR10,MARITAL STATUS OF 10TH PERSON
RELATE1,2RELATION OF 12TH PERSON (VISITOR) TO HEAD
TAX,BYLAWDO AUTHORITIES TAX LEGALLY
WRKHOME,HOW OFTEN R WORKS AT HOME
AWAY10,IS 10TH PERSON STAYING SOMEWHERE ELSE NOW?
FAIR,5PEOPLE FAIR OR NOT
CHNGEOTH,HOW OFTEN R TRY TO PERSUADE OTHER TO SHARE VIEWS  
ACTASSOC,HOW IMPORTANT TO BE ACTIVE ON SOC OR POL ASSOCIATION  
RELHH1,4RELATIONSHIP OF PERSON 14 TO HEAD OF HOUSEHOLD
NATHEAL,YHEALTH -- VERSION Y
DISCAFF,WHITES HURT BY AFF. ACTION
SPKCOM,ALLOW COMMUNIST TO SPEAK
PARTFULL,WAS R'S WORK PART-TIME OR FULL-TIME?
RINCOM06,RESPONDENTS INCOME
TEAMSAFE,MGT AND EMPLOYEES WORK TOGETHER RE SAFETY
ATTEND,PAFREQ OF R'S DAD'S RELIG SVC ATTENDANCE
COMPREND,RS UNDERSTANDING OF QUESTIONS
NAFTA2A,AMERICA BENEFITS FROM BEING A MEMBER OF NAFTA?   
RELATE2,RELATIONSHIP OF 2ND PERSON TO HOUSEHOLD HEAD
FAMILY16,LIVING WITH PARENTS WHEN 16 YRS OLD
ASTROSCI,ASTROLOGY IS SCIENTIFIC
UNION,SBDSTRONG TRADE UNIONS ARE BAD FOR US ECONOMY
RELIG,IDR'S RELIGIOUS IDENTITY                         
HSPHYS,R EVER TOOK A HIGH SCHOOL PHYSICS COURSE
NATMASS,ZIMPROVING MASS TRANSIT -- VERSION Z
FAIR,BLKSBLACKS COMMITTED TO FAIR AND EQUAL TREATMENT OF
NATPARK,PARKS AND RECREATION
SPIND10,SPOUSES INDUSTRY CODE (NAICS 2007)
CONMEDIC,CONFIDENCE IN MEDICINE
HELPAWAY,R LOOKED AFTER PLANT OR PET OF OTHERS WHILE AWAY
SUICIDE4,SUICIDE IF TIRED OF LIVING
TVHOURS,HOURS PER DAY WATCHING TV
ABPOOR,LOW INCOME--CANT AFFORD MORE CHILDREN
NOTVOTE,CITIZENS HAVE RIGHT NOT TO VOTE
CONBUS,CONFIDENCE IN MAJOR COMPANIES
SPREL,16RELIGION IN WHICH SPOUSE RAISED
RINCBLLS,INCOME ALONE IS ENOUGH
RICHWORK,"IF RICH, CONTINUE OR STOP WORKING"
TRUST,CAN PEOPLE BE TRUSTED 2006 WORDING
OLD1,3AGE OF 13TH PERSON (VISITOR)
LETIN1,NUMBER OF IMMIGRANTS TO AMERICA NOWADAYS SHOULD BE      
WHOELSE5,PRESENCE OF OTHERS: OTHER ADULTS
PARTYID,1PARTY ID OF PERSON #1
RELHHD1,3RELATION OF 13TH PERSON (VISITOR) TO HEAD
RELHHD13,RELATION OF 13TH PERSON (VISITOR) TO HEAD
PRAYER,YBIBLE PRAYER IN SCHOOLS-VERSION Y
WRKSLF,R SELF-EMP OR WORKS FOR SOMEBODY
NATSPAC,ZSPACE EXPLORATION -- VERSION Z
XNORCSIZ,EXPANDED NORC. SIZE CODE
PEOPTRBL,ASSISTING PEOPLE IN TROUBLE IS VERY IMPORTANT
NATSOC,SOCIAL SECURITY
RELIG,CONRELIGIONS BRING MORE CONFLICT   
CHLDIDEL,IDEAL NUMBER OF CHILDREN
SEXFREQ,"2NUMBER OF TIMES, SEX LAST MONTH"
OWNSTOCK,R HAS STOCK IN RS COMPANY
RELHH4,RELATIONSHIP OF PERSON 4 TO HEAD OF HOUSEHOLD
OLD12,AGE OF 12TH PERSON (VISITOR)
PRAY,ERXBIBLE PRAYER IN SCHOOLS -- VERSION Z
INTFARM,INTERESTED IN FARM ISSUES
RELHH12,RELATIONSHIP OF PERSON 12 TO HEAD OF HOUSEHOLD
CRACK30,R LAST USE CRACK COCAINE
GRPRELIG,R BELONGS TO A CHURCH OR OTHR RELIGIOUS ORGANIZATION  
SPSEI10INC,PERCENTAGE OF $45K+ EARNERS IN SPOCC10 BASED ON ACS 2010
LETIN1,ANUMBER OF IMMIGRANTS NOWADAYS SHOULD BE
POSSLQ,YRELATIONSHIP STATUS AND COHABITATION OR NOT
PRAY,ERYBIBLE PRAYER IN SCHOOLS-VERSION Y
PATRIOT4,PATRIOTIC FEELINGS LEAD TO NEGATIVE FEELINGS TOWARDS IMMIGRANTS
RELSP7,RELATIONSHIP OF PERSON 7 TO SPOUSE OF HOUSEHOL
TRUST,INGMOST PEOPLE CAN BE TRUSTED                    
FEEUSED,FEE GIVEN TO GET CASE
RELHH5,RELATIONSHIP OF PERSON 5 TO HEAD OF HOUSEHOLD
WTSS,ALLWEIGHT VARIABLE
SUICIDE1,SUICIDE IF INCURABLE DISEASE
SPVTRFAIR,SUPERVISOR IS FAIR
EDUC,4EDUCATION LEVEL OF PERSON #4
NATSPAC,YSPACE EXPLORATION -- VERSION Y
GOD,CLOSEHOW CLOSE TO GOD
TRUST,CAN PEOPLE BE TRUSTED
INCOME,86TOTAL FAMILY INCOME
POSTLIFE,BELIEF IN LIFE AFTER DEATH
WKSUB,1DOES R OR SPOUSE OR PARTNER HAVE A SUPERVISOR
GOD,LVOTHFEEL GODS LOVE FOR ME THROUGH OTHERS
MAPRES105PLUS,MOTHER'S OCCUPATIONAL PRESTIGE SCORE USING THRESHOLD METHOD (2010)
SPBARATE,RATE OF BA DEGREE EARNING IN COLLEGE SPOUSE ATTENDED
CONTV,YTELEVISION -- VERSION Z
PRAY,HOW OFTEN DOES R PRAY
AWAY11,IS 11TH PERSON (VISITOR) STAYING ELSEWHERE NOW?
GENDER1,1GENDER OF 11TH PERSON (VISITOR)
RELHH1,0RELATIONSHIP OF PERSON 10 TO HEAD OF HOUSEHOLD
GRPOTHER,R BELONGS TO ANOTHER VOLUNTARY ASSOCIATION  
HAPPY,7HOW HAPPY R IS
TEENSEX,1MORALITY OF TEENS HAVING SEX
WWWHR,OHOURS PER WEEK USING OTHER COMPUTER WWW
MAPRES10,5PLUSMOTHER'S OCCUPATIONAL PRESTIGE SCORE USING THRESHOLD METHOD (2010)
SEXSEX5,SEX OF SEX PARTNERS LAST FIVE YEARS
RACE,SELFR'S OWN RACIAL ID
INTRACE1,INTERVIEWER S RACE1
RELSP14,RELATIONSHIP OF PERSON 14 TO SPOUSE OF HOUSEHO
AIDSLOOK,A HEALTH-LOOK PERSON MAY HAVE AIDS
COLSCI,R HAS TAKEN ANY COLLEGE-LEVEL SCI COURSE 
OLD1,AGE OF 1ST PERSON
OTHER,5PERSON #5 IS OTHER TYPE OF ACQUAINTANCE
MAR1,MARITAL STATUS OF 1ST PERSON
FORM,LFINHAVE YOU FINISHED ALL THE COURSES              
PILLOK,BIRTH CONTROL TO TEENAGERS 14-16
RIFLE,RIFLE IN HOME
SCITEXT,WHAT IT MEANS TO R TO STUDY SCIENTIFICALLY
EARNRS,HOW MANY IN FAMILY EARNED MONEY
EXCLDIMM,AMERICA SHOULD EXCLUDE ILLEGAL IMMIGRANTS
OTHER,OTHER PROTESTANT DENOMINATIONS
PRES12,VOTE OBAMA OR ROMNEY
REFRNDMS,REFERENDUM ARE GOOD WAY TO DECIDE IMPORTANT POL QUEST
YEAR,VALTOTAL DOLLAR VALUE OF PAYMENTS IN THAT YEAR
SATJOB1,JOB SATISFACTION IN GENERAL
OLD1,4AGE OF 14TH PERSON (VISITOR)
