Var_Name,Var_Text
CONDRIFT,SCI KNOWLEDGE: THE CONTINENTS HAVE BEEN MOVING
PAISCO88,"R'S FATHER'S OCCUPATION, 1980 CENSUS & 1988 ISCO CODE"
RELATE1,0RELATIONSHIP OF 10TH PERSON TO HOUSEHOLD HEAD
UNEMP,5UNEMPLOYED IN LAST 5 YRS
SATFAM7,FAMILY SATISFACTION IN GENERAL
WKKIDSCS,DID PARTNER WORK OUTSIDE HOME WITH CHILD UNDER SCHOOL AGE
CLASS,YSUBJECTIVE SOCIAL CLASS-VERSION Y
SPDIPGED,"SPOUSE DIPLOMA, GED, OR OTHER"
SPKMSLM,ALLOW MUSLIM CLERGYMEN PREACHING HATRED OF THE US
ISSP,FILTER FOR ISSP CASES
GENDER1,2GENDER OF 12TH PERSON (VISITOR)
INTHISP,"IS INTERVIEWER SPANISH, HISPANIC OR LATINO"
FAIR,WHTSWHITES COMMITTED TO FAIR AND EQUAL TREATMENT OF
NATEDUC,YEDUCATION -- VERSION Y
RACE,CEN3WHAT IS RS RACE 3RD MENTION
JOURNLSM,HOW SCIENTIFIC IS JOURNALISM
VISITORS,NUMBER OF VISITORS IN HOUSEHOLD
CARESELF,THOSE IN NEED HAVE TO TAKE CARE OF THEMSELVES
VALGIVEN,TOTAL DONATIONS PAST YEAR R AND IMMEDIATE FAMILY
RACDIF4,DIFFERENCES DUE TO LACK OF WILL
TICKET,EVER RECEIVED A TRAFFIC TICKET
ACCPTOTH,R ACCEPT OTHERS EVEN WHEN THEY DO THINGS WRONG
EVDWELL,"IN LIFE, R HAS EVER BEEN PREVENTED FROM MOVING BC LANDLORD BELIEVED R WAS GAY/L"
HELPJOB,HELPED SOMEBODY TO FIND A JOB PAST 12 MONTHS
OLD2,AGE OF 2ND PERSON
SEX,3SEX OF PERSON NUMBER 3
OTHER,3PERSON #3 IS OTHER TYPE OF ACQUAINTANCE
KD2RELIG,RELIGION OF R'S CHILD 2
SEX,HARR EXPERIENCED SEXUAL HARASSMENT
SOLARREV,SCI KNOWLEDGE: HOW LONG THE EARTH GOES AROUND THE SUN
TIREDHM1,HOW OFTEN TOO TIRED TO DO HOUSEWORK
SPSEI10EDUC,PERCENTAGE OF SOME COLLEGE EDUC IN SPOCC10 BASED ON ACS 2010
OTHLANG,1WHAT OTHER LANGUAGES DOES R SPEAK
ELDCOST,WHO SHOULD PAY FOR HELP FOR ELDERLY
OLD10,AGE OF 1OTH PERSON
AGE,2AGE OF PERSON #2
EDUC,2EDUCATION LEVEL OF PERSON #2
INDTAG,INDUS10 CODING TAG
FAIR,PEOPLE FAIR OR TRY TO TAKE ADVANTAGE
EVLOSEJB,"IN LIFE, R HAS EVER BEEN DENIED A JOB OR FIRED BC EMPLOYERS BELIEVED R WAS GAY/LE"
RACDIF3,DIFFERENCES DUE TO LACK OF EDUCATION
RACE,3RACE OF PERSON NUMBER 3
JOBHOUR,SHORT WORKING HOURS
SATJOB,JOB OR HOUSEWORK
COLHOMO,ALLOW HOMOSEXUAL TO TEACH
SPSEI10,INCPERCENTAGE OF $45K+ EARNERS IN SPOCC10 BASED ON ACS 2010
WHOELSE2,PRESENCE OF OTHERS: OLDER CHILDREN
WHERE1,4WHERE IS 14TH PERSON (VISITOR) STAYING?
YEAR,SJOBTIME AT CURRENT JOB
ZODIAC,RESPONDENTS ASTROLOGICAL SIGN
PARTYID,3PARTY ID OF PERSON #3
FECHLD,MOTHER WORKING DOESN'T HURT CHILDREN
REGION,REGION OF INTERVIEW
TRUST,YCAN PEOPLE BE TRUSTED-VERSION Y
BORN,HOMEWHAT KIND OF HOUSE RS FAMILY LIVED AT BIRTH
MASEI10,EDUCPERCENTAGE OF SOME COLLEGE EDUC IN MAOCC10 BASED ON ACS 2010
INTYRS,YEARS OF SERVICE AS AN INTERVIEWER AT NORC
RELHH1,3RELATIONSHIP OF PERSON 13 TO HEAD OF HOUSEHOLD
SEI10,EDUCPERCENTAGE OF SOME COLLEGE EDUC IN OCC10 BASED ON ACS 2010
INTENVIR,INTERESTED IN ENVIRONMENTAL ISSUES
FAIR,HSPSHISPANICS COMMITTED TO FAIR AND EQUAL TREATMENT
RACE,THASPOINTS ASSIGNED TO ASIAN AMERICAN
WHERE8,WHERE IS 8TH PERSON STAYING?
OTHLANG,CAN R SPEAK LANGUAGE OTHER THAN ENGLISH/SPANISH
HAPPY7,HOW HAPPY R IS
BIBLE,FEELINGS ABOUT THE BIBLE
WORDG,WORD G
EXPTEXT,WHY IS IT BETTER TO TEST DRUG THIS WAY
MAR14,MARITAL STATUS OF 14TH PERSON (VISITOR)
WTSS,NRWEIGHT VARIABLE
POLHITOK,EVER APPROVE OF POLICE STRIKING CITIZEN
PILLOK,YBIRTH CONTROL TO TEENAGERS 14-16 (FORM 2)
RELSP1,RELATIONSHIP OF PERSON 1 TO SPOUSE OF HOUSEHOL
HIVTEST2,WHERE DID YOU HAVE YOUR LAST HIV TEST
HRS1,NUMBER OF HOURS WORKED LAST WEEK
WKSUB,SDOES SUPERVISOR HAVE SUPERVISOR
JOBSEC,OKTHE JOB SECURITY IS GOOD
VISSCI,HOW OFTEN R VISITED SCIENCE MUSEUM
NATENVIY,THE ENVIRONMENT -- VERSION Y
WORDH,WORD H
SPEFTOTLT,TOTAL NUMBER OF STUDENTS ENROLLED IN COLLEGE SPOUSE ATTENDED
ABPOOR,WWRONG FOR WOMAN TO GET ABORTION IF LOW INCOME?
PARTYID,2PARTY ID OF PERSON #2
LOCALNUM,NUMBER OF EMPLOYEES: RS WORK SITE
RELATE1,RELATIONSHIP OF 1ST PERSON TO HOUSEHOLD HEAD
RELIG,KIDRELIGION R WAS RAISED IN
ELECTRON,SCI KNOWLEDGE: ELECTRONS ARE SMALLER THAN ATOMS
NATRACE,IMPROVING THE CONDITIONS OF BLACKS
HISPANIC,HISPANIC SPECIFIED
SEI10,R'S SOCIOECONOMIC INDEX (2010)
FUND16,HOW FUNDAMENTALIST WAS R AT AGE 16
REG16,"REGION OF RESIDENCE, AGE 16"
AWAY3,IS 3RD PERSON STAYING SOMEWHERE ELSE NOW?
MAWRKGRW,MOTHERS EMPLOYMENT WHEN R WAS 16
RELHH9,RELATIONSHIP OF PERSON 9 TO HEAD OF HOUSEHOLD
AGE,RELEXAGE OF R AT RELIGIOUS EXPERIENCE
INTAGE,AGE OF INTERVIEWER
FEFAM,"BETTER FOR MAN TO WORK, WOMAN TEND HOME"
POLEFF11,DON'T HAVE ANY SAY ABOUT WHAT THE GOVERNMENT DOES       
MARHOMO,HOMOSEXUALS SHOULD HAVE RIGHT TO MARRY
KIDSSOL,RS KIDS LIVING STANDARD COMPARED TO R
OTHERSEX,R HAD SEX WITH SOME OTHER LAST YEAR
LAUNDRY1,WHO IN HOUSEHOLD DOES LAUNDRY
GOD,OCLAST WEEK WENT TO SEE A DOCTOR? 
SPANSELF,"IF THIS INTERVIEW HAD ONLY BEEN AVAILABLE IN ENGLISH, WOULD YOU–"
DENOM,SCHDENOMINATION OF SCHOOL CHILDREN ATTENDED
SUICIDE2,SUICIDE IF BANKRUPT
IF08WHO,WHO YOU WOULD HAVE VOTED FOR
FAIR,HWRKDIVISION OF WORK UNFAIR TO YOU OR SPOUSE         
KIDJOY,KIDS ARE LIFE'S GREATEST JOY
CONARMY,YMILITARY -- VERSION Z
LIBHOMO,ALLOW HOMOSEXUALS BOOK IN LIBRARY
ENGREL,ENGINEERS NOT RELIGIOUS
GIVHMLSS,R HAS GIVEN FOOD OR MONEY TO A HOMELESS PERSON
AWAY1,2IS 12TH PERSON (VISITOR) STAYING ELSEWHERE NOW?
INCOME06,TOTAL FAMILY INCOME
MAR3,MARITAL STATUS OF 3RD PERSON
ENGDGR,ENGINEERING WORK DANGEROUS
WORKWHTS,HARD WORKING - LAZY
MARWHT,R FAVOR CLOSE RELATIVE MARRYING WHITE PERSON
PRES08,VOTE OBAMA OR MCCAIN
NATARMS,ZSTRENGTHENING NATIONAL DEFENSE -- VER Z
NATEDUC,IMPROVING NATIONS EDUCATION SYSTEM
SEX,"SEX18SINCE AGE 18, HAVE YOUR SEX PARTNERS BEEN–"
MAR1,1MARITAL STATUS OF 11TH PERSON (VISITOR)
SEI10,INCPERCENTAGE OF $45K+ EARNERS IN OCC10 BASED ON ACS 2010
FORMWT,WEIGHT DEAL WITH EXPERIMENTAL RANDOMIZATION
RELSP1,4RELATIONSHIP OF PERSON 14 TO SPOUSE OF HOUSEHO
NATMASS,MASS TRANSPORTATION
PORNLAW,FEELINGS ABOUT PORNOGRAPHY LAWS
NATROAD,HIGHWAYS AND BRIDGES
INTLWHTS,UNINTELLIGENT -INTELLIGENT
SPREL,SPOUSES RELIGIOUS PREFERENCE
RELATE4,RELATIONSHIP OF 4TH PERSON TO HOUSEHOLD HEAD
RELIG,SPR'S SPOUSE'S RELIGION
RELITEN,STRENGTH OF AFFILIATION
MASEI10INC,PERCENTAGE OF $45K+ EARNERS IN MAOCC10 BASED ON ACS 2010
SPFALOOK,HOURS SPOUSE SPENDS LOOKING AFTER FAMILY MEMBERS
VPSU,VARIANCE PRIMARY SAMPLING UNIT
FEELEVEL,AMOUNT OF FEES PAID
RELATE7,RELATIONSHIP OF 7TH PERSON TO HOUSEHOLD HEAD
OLD5,AGE OF 5TH PERSON
VISZOO,HOW OFTEN R VISITED ZOO  LAST YEAR
FAMBUDGT,HOW COUPLES MONITOR BUDGET
GOD,SELLSRELIGIOUS IMAGE TO SELL PRODUCTS 
SEX,"FREQ2NUMBER OF TIMES, SEX LAST MONTH"
PARELIG,WHAT WAS FATHERS RELIGIOUS PREFERENCE
RESPNUM,NUMBER IN FAMILY OF R
FAMDIF16,REASON NOT LIVING WITH PARENTS
JOBLOSE,IS R LIKELY TO LOSE JOB
COLSCINM,NUMBER OF COLLEGE-LEVEL SCI COURSES R HAVE TAKEN
COLMSLM,ALLOW ANTI-AMERICAN MUSLIM CLERGYMEN TEACHING IN COLLEGE
NATDRUG,ZREDUCING DRUG ADDICTION -- VERSION Z
HOMOSEX,1IS HOMOSEXUAL SEX WRONG?
SCIENTWK,SCIENTISTS ONLY INTERESTED IN WORK
KIDSUFFR,PRESCHOOLER WILL SUFFER IF MOM WORKS
POPULAR,TO BE WELL LIKED OR POPULAR
SCIENTDA,HAPPY IF DAUGHTER SCIENTIST
HEALTH,12R USE WEB FOR HEALTH INFORMATION IN PAST 12 MON
INTEDUC,INTERESTED IN LOCAL SCHOOL ISSUES
SCINEWS2,MAGAZINE PRINTED OR ONLINE
USCITZN,IS R US CITIZEN
GOD,RIGHTGOD'S LAWS SHOULD DECIDE RIGHT AND WRONG
HEALTH,1RS HEALTH IN GENERAL
MAINDTAG,MAIND10 CODING TAG
RELHH10,RELATIONSHIP OF PERSON 10 TO HEAD OF HOUSEHOLD
SEXFREQ,FREQUENCY OF SEX DURING LAST YEAR
PRESTG10,5PLUSRS OCCUPATIONAL PRESTIGE SCORE USING THRESHOLD METHOD (2010)
OCCINDV,R'S OCC/IND VERBATIM RETRIEVED
AGE,RBORNAGE OF R AT BORN-AGAIN EXPERIENCE
ECONSCI,HOW SCIENTIFIC: ECONOMICS
OBEY,SYOBEYS PARENTS WELL-VERSION Y
CONEDUC,CONFIDENCE IN EDUCATION
LIBMIL,ALLOW MILITARISTS BOOK IN LIBRARY
GENDER12,GENDER OF 12TH PERSON (VISITOR)
PAWRKSLF,FATHER SELF-EMP. OR WORKED FOR SOMEBODY
RELIG,INFUS WOULD BE BETTER IF LESS RELIGIOUS      
SEX,UNIONSEX OF R'S SPOUSE/CIVIL UNION PARTNER/DOMESTIC PARTNER
OBEY,TCHIMPORTANT TO OBEY CHURCH TEACHINGS
RELATE9,RELATIONSHIP OF 9TH PERSON TO HOUSEHOLD HEAD
NUMMEN,NUMBER OF MALE SEX PARTNERS SINCE 18
NATFAREY,ASSISTANCE TO THE POOR -- VERSION Y
RELITEN,ASTRENGTH OF AFFILIATION
RELSP1,2RELATIONSHIP OF PERSON 12 TO SPOUSE OF HOUSEHO
AGE,DPARSHOULD AGED LIVE WITH THEIR CHILDRENAGEDCHLDSHOULD GROWN CHILDREN LIVE WITH PARENTSWEEKSWRKWEEKS R. WORKED LAST YEAR
JOBMEANS,WORK IMPORTANT AND FEEL ACCOMPLISHMENT
RELSP2,RELATIONSHIP OF PERSON 2 TO SPOUSE OF HOUSEHOL
GOD,RS CONFIDENCE IN THE EXISTENCE OF GOD
HAPMAR,HAPPINESS OF MARRIAGE
SPREL16,RELIGION IN WHICH SPOUSE RAISED
SUICIDE3,SUICIDE IF DISHONORED FAMILY
BETRLANG,WHICH LANGUAGE R SPEAKS MORE FLUENT
DIVLAW,DIVORCE LAWS
ADULTS,HOUSEHOLD MEMBERS 18 YRS AND OLDER
WKSUBS,1DOES SUPERVISOR HAVE SUPERVISOR
CONARMY,CONFIDENCE IN MILITARY
LIEDCWKR,LIED TO AT WORK
FAMWKLST,WORST WAY TO ORG FAMILY WORK LIFE WITH UNDER SCHOOL AGE CHILD
MASEI10,R'S MOTHER'S SOCIOECONOMIC INDEX (2010)
POLATTAK,CITIZEN ATTACKING POLICEMAN WITH FISTS
OLD3,AGE OF 3RD PERSON
RELHHD2,RELATION OF 2ND PERSON TO HOUSEHOLD HEAD
AWAY1,4IS 14TH PERSON (VISITOR) STAYING ELSEWHERE NOW?
SPKMIL,ALLOW MILITARIST TO SPEAK
AGE,5AGE OF PERSON #5
FORM,LTRNDID IT INCLUDE FORMAL TRAINING COURSE         
OCCTAG,OCC10 CODING TAG
HAPPY,GENERAL HAPPINESS
OTHER,2PERSON #2 IS OTHER TYPE OF ACQUAINTANCE
RELIG,INTRELIGIOUS PEOPLE ARE OFTEN TOO INTOLERANT     
FINALTER,CHANGE IN FINANCIAL SITUATION
OLD13,AGE OF 13TH PERSON (VISITOR)
SOCOMMUN,SPEND EVENING WITH NEIGHBOR
PASEI10,R'S FATHER'S SOCIOECONOMIC INDEX (2010)
WKSUB,DOES R OR SPOUSE HAVE SUPERVISOR
SPANKING,FAVOR SPANKING TO DISCIPLINE CHILD
PAPRES10,FATHER'S OCCUPATIONAL PRESTIGE SCORE (2010)
DISCAFF,YCHANCE BLACKS PROMOTED AHEAD OF WHITES
CARESIK1,WHO IN HOUSEHOLD CARES FOR SICK IN FAMILY
AGE,"CMEUSIF BORN OUTSIDE USA, WHAT AGE WERE YOU WHEN YOU PERMANENTLY MOVED TO USA"
SPOCCSTATUS,SPOCC10 CODING STATUS
HSMATH,THE HIGHEST LEVEL OF MATH R COMPLETED IN HIGH SCHOOL
SPPRES10,SPOUSE OCCUPATIONAL PRESTIGE SCORE (2010)
EVWORK,EVER WORK AS LONG AS ONE YEAR
CMPRGMNG,HOW SCIENTIFIC IS COMPUTER PROGRAMMING
EHARASWK,HARASSED ELECTRONICALLY AT WORK
KD2JWOTH,R'S CHILD 2 CONSIDERED JEWISH
INCOME,77TOTAL FAMILY INCOME
SCIFROM,YWHERE GET SCIENCE AND TECHNOLOGY INFO
MAR1,0MARITAL STATUS OF 10TH PERSON
BIGBANG,SCI KNOWLEDGE: THE UNIVERSE BEGAN WITH A HUGE EXPLOSION
WHERE12,WHERE IS 12TH PERSON (VISITOR) STAYING?
MAR8,MARITAL STATUS OF 8TH PERSON
FINRELA,OPINION OF FAMILY INCOME
LETDIE1,YALLOW INCURABLE PATIENTS TO DIE (FORM 2)
WHOELSE3,PRESENCE OF OTHERS: SPOUSE PARTNER
PAOCCSTATUS,PAOCC10 CODING STATUS
WLTHWHTS,RICH - POOR
EDUC,HIGHEST YEAR OF SCHOOL COMPLETED
PARTYID,POLITICAL PARTY AFFILIATION
WHOELSE4,PRESENCE OF OTHERS: OTHER RELATIVES
MAR1,3MARITAL STATUS OF 13TH PERSON (VISITOR)
EDUC,OPEQUAL OPPORTUNITY TO OBTAIN EDUCATION?
EVOLVED,SCI KNOWLEDGE: HUMAN BEINGS DEVELOPED FROM ANIMALS
SAMPCODE,SAMPLING ERROR CODE
PAIDLV,DVMOTHER OR FATHER PAID LEAVE
RELHH11,RELATIONSHIP OF PERSON 11 TO HEAD OF HOUSEHOLD
WWWHR,WWW HOURS PER WEEK
WWWHR,WHOURS PER WEEK USING WORK COMPUTER WWW
INCOME,TOTAL FAMILY INCOME
ETH1,1ST MENTIONED COUNTRY OF ORIGIN                     
SPSEI10,EDUCPERCENTAGE OF SOME COLLEGE EDUC IN SPOCC10 BASED ON ACS 2010
SPDEG,SPOUSES HIGHEST DEGREE
TRUST,PEOTHERE ARE ONLY A FEW PPL R CAN TRUST COMPLETELY
TOLDWORK,HOW MANY OF R'S COWORKERS KNOW R IS GAY/LES/BI
NATFARE,WELFARE
AWAY1,IS 1ST PERSON STAYING SOMEWHERE ELSE NOW?
ETH2,2ND MENTIONED COUNTRY OF ORIGIN                     
DIVORCE,5DIVORCED IN LAST 5 YRS
NATENRGY,DEVELOPING ALTERNATIVE ENERGY SOURCES
SEXSEX5,SEX OF SEX PARTNERS LAST FIVE YEARS
PAINDTAG,PAIND10 CODING TAG
BALLOT,BALLOT USED FOR INTERVIEW
HELPSICK,SHOULD GOVT HELP PAY FOR MEDICAL CARE?
LIVEWHTS,R FAVORS LIVING IN HALF WHITE NEIGHBORHOOD
PARTNRS5,HOW MANY SEX PARTNERS R HAD IN LAST 5 YEARS
RELATE1,2RELATION OF 12TH PERSON (VISITOR) TO HEAD
TAX,BYLAWDO AUTHORITIES TAX LEGALLY
VISART,HOW OFTEN R VISITED ART MUSEUM LAST YEAR
FAIR,5PEOPLE FAIR OR NOT
RELHH1,4RELATIONSHIP OF PERSON 14 TO HEAD OF HOUSEHOLD
NATHEAL,YHEALTH -- VERSION Y
PAOCCTAG,PAOCC10 CODING TAG
MAWORK14,DID MOM WORK BEFORE R WAS 14 YRS OLD
DISCAFF,WHITES HURT BY AFF. ACTION
SPKCOM,ALLOW COMMUNIST TO SPEAK
SCIENTR,ESCIENTISTS NOT RELIGIOUS
PARTFULL,WAS R'S WORK PART-TIME OR FULL-TIME?
RINCOM06,RESPONDENTS INCOME
ATTEND,PAFREQ OF R'S DAD'S RELIG SVC ATTENDANCE
COMPREND,RS UNDERSTANDING OF QUESTIONS
PAIDLVDV,MOTHER OR FATHER PAID LEAVE
FAMILY16,LIVING WITH PARENTS WHEN 16 YRS OLD
RELATE2,RELATIONSHIP OF 2ND PERSON TO HOUSEHOLD HEAD
ASTROSCI,ASTROLOGY IS SCIENTIFIC
UNION,SBDSTRONG TRADE UNIONS ARE BAD FOR US ECONOMY
RELIG,IDR'S RELIGIOUS IDENTITY                         
WRKBABY,SHLD WOMAN WITH PRESCHOOLER WORK?
HSPHYS,R EVER TOOK A HIGH SCHOOL PHYSICS COURSE
SPIND10,SPOUSES INDUSTRY CODE (NAICS 2007)
FAIR,BLKSBLACKS COMMITTED TO FAIR AND EQUAL TREATMENT OF
NATMASS,ZIMPROVING MASS TRANSIT -- VERSION Z
NATPARK,PARKS AND RECREATION
RHHWORK,HOW MANY HOURS A WEEK DOES R SPEND ON HH WORK
CONMEDIC,CONFIDENCE IN MEDICINE
LAWENFRC,HOW SCIENTIFIC IS LAW ENFORCEMENT
HELPAWAY,R LOOKED AFTER PLANT OR PET OF OTHERS WHILE AWAY
SUICIDE4,SUICIDE IF TIRED OF LIVING
TVHOURS,HOURS PER DAY WATCHING TV
ABPOOR,LOW INCOME--CANT AFFORD MORE CHILDREN
CONBUS,CONFIDENCE IN MAJOR COMPANIES
SHOUT,PPL AT WORK SHOUT AT R IN HOSTILE MANNER
BOSSEMPS,QUALITY OF MGMNT-EMPLOYEE RELS: RS FIRM
SPREL,16RELIGION IN WHICH SPOUSE RAISED
TRUST,CAN PEOPLE BE TRUSTED 2006 WORDING
RICHWORK,"IF RICH, CONTINUE OR STOP WORKING"
SPHHWORK,HOW MANY HOURS A WEEK DOES SPOUSE ON HH WRK
OLD1,3AGE OF 13TH PERSON (VISITOR)
LETIN1,NUMBER OF IMMIGRANTS TO AMERICA NOWADAYS SHOULD BE      
WHOELSE5,PRESENCE OF OTHERS: OTHER ADULTS
HHCLEAN1,WHO DOES HOUSEHOLD CLEANING
PARTYID,1PARTY ID OF PERSON #1
PUTDOWN,PPL AT WORK TREAT R IN A MANNER PUTTING R DOWN
RELHHD1,3RELATION OF 13TH PERSON (VISITOR) TO HEAD
RELHHD13,RELATION OF 13TH PERSON (VISITOR) TO HEAD
PRAYER,YBIBLE PRAYER IN SCHOOLS-VERSION Y
WRKSLF,R SELF-EMP OR WORKS FOR SOMEBODY
NATSPAC,ZSPACE EXPLORATION -- VERSION Z
PEOPTRBL,ASSISTING PEOPLE IN TROUBLE IS VERY IMPORTANT
NATSOC,SOCIAL SECURITY
RELIG,CONRELIGIONS BRING MORE CONFLICT   
CHLDIDEL,IDEAL NUMBER OF CHILDREN
ENGBTR,ENGINEERS WANT TO MAKE LIFE BETTER FOR AVG PERSON
RELHH4,RELATIONSHIP OF PERSON 4 TO HEAD OF HOUSEHOLD
SEXFREQ,"2NUMBER OF TIMES, SEX LAST MONTH"
OLD12,AGE OF 12TH PERSON (VISITOR)
PRAY,ERXBIBLE PRAYER IN SCHOOLS -- VERSION Z
INTFARM,INTERESTED IN FARM ISSUES
RELHH12,RELATIONSHIP OF PERSON 12 TO HEAD OF HOUSEHOLD
CRACK30,R LAST USE CRACK COCAINE
KIDSOCST,HAVING CHILDREN INCREASES SOCIAL STANDING IN SOCIETY
SPSEI10INC,PERCENTAGE OF $45K+ EARNERS IN SPOCC10 BASED ON ACS 2010
LETIN1,ANUMBER OF IMMIGRANTS NOWADAYS SHOULD BE
POSSLQ,YRELATIONSHIP STATUS AND COHABITATION OR NOT
PRAY,ERYBIBLE PRAYER IN SCHOOLS-VERSION Y
RELSP7,RELATIONSHIP OF PERSON 7 TO SPOUSE OF HOUSEHOL
WTSS,ALLWEIGHT VARIABLE
TRUST,INGMOST PEOPLE CAN BE TRUSTED                    
FEEUSED,FEE GIVEN TO GET CASE
RELHH5,RELATIONSHIP OF PERSON 5 TO HEAD OF HOUSEHOLD
REPAIRS1,WHO IN HOUSEHOLD DOES SMALL REPAIRS
POLEFF15,MOST PEOPLE BETTER INFORMED ABOUT POLITICS THAN I       
SUICIDE1,SUICIDE IF INCURABLE DISEASE
EDUC,4EDUCATION LEVEL OF PERSON #4
KIDNUM,NUMBER OF CHILDREN AGE 18 AND OLDER
NATSPAC,YSPACE EXPLORATION -- VERSION Y
GOD,CLOSEHOW CLOSE TO GOD
TRUST,CAN PEOPLE BE TRUSTED
INCOME,86TOTAL FAMILY INCOME
POSTLIFE,BELIEF IN LIFE AFTER DEATH
WKSUB,1DOES R OR SPOUSE OR PARTNER HAVE A SUPERVISOR
GOD,LVOTHFEEL GODS LOVE FOR ME THROUGH OTHERS
MAPRES105PLUS,MOTHER'S OCCUPATIONAL PRESTIGE SCORE USING THRESHOLD METHOD (2010)
SINGLPAR,SINGLE PARENTS CAN RAISE KIDS AS WELL AS TWO
SPBARATE,RATE OF BA DEGREE EARNING IN COLLEGE SPOUSE ATTENDED
FIREFTNG,HOW SCIENTIFIC IS FIREFIGHTING
CONTV,YTELEVISION -- VERSION Z
PRAY,HOW OFTEN DOES R PRAY
AWAY11,IS 11TH PERSON (VISITOR) STAYING ELSEWHERE NOW?
GENDER1,1GENDER OF 11TH PERSON (VISITOR)
RELHH1,0RELATIONSHIP OF PERSON 10 TO HEAD OF HOUSEHOLD
HAPPY,7HOW HAPPY R IS
TEENSEX,1MORALITY OF TEENS HAVING SEX
WWWHR,OHOURS PER WEEK USING OTHER COMPUTER WWW
MAPRES10,5PLUSMOTHER'S OCCUPATIONAL PRESTIGE SCORE USING THRESHOLD METHOD (2010)
SPINDTAG,SPIND10 CODING TAG
PAIDLV1,MONTHS OF LEAVE THAT SHOULD BE AVAILABLE
RACE,SELFR'S OWN RACIAL ID
INTRACE1,INTERVIEWER S RACE1
COOKING1,WHO IN HOUSEHOLD PREPARES THE MEALS
OLD1,AGE OF 1ST PERSON
COLSCI,R HAS TAKEN ANY COLLEGE-LEVEL SCI COURSE 
ENGSON,HAPPY IF SON ENGINEER
OTHER,5PERSON #5 IS OTHER TYPE OF ACQUAINTANCE
MAR1,MARITAL STATUS OF 1ST PERSON
FORM,LFINHAVE YOU FINISHED ALL THE COURSES              
PILLOK,BIRTH CONTROL TO TEENAGERS 14-16
RIFLE,RIFLE IN HOME
SCITEXT,WHAT IT MEANS TO R TO STUDY SCIENTIFICALLY
EARNRS,HOW MANY IN FAMILY EARNED MONEY
OTHER,OTHER PROTESTANT DENOMINATIONS
YEAR,VALTOTAL DOLLAR VALUE OF PAYMENTS IN THAT YEAR
ELDHELP,WHO SHOULD PROVIDE HELP FOR ELDERLY
JOBVSFA1,HOW OFTEN JOB  TAKES TOO MUCH TIME TO FULFILL FAMILY RESP
OLD1,4AGE OF 14TH PERSON (VISITOR)
MEDTREAT,HOW SCIENTIFIC IS MEDICAL TREATMENT
RACECEN3,WHAT IS RS RACE 3RD MENTION
VISLIB,HOW OFTEN R VISITED PUBLIC LIBRARY LAST YEAR
KIDJOB,CHILDREN LIMIT EMP AND CAREER OPP FOR ONE OR BOTH PARENTS
COLMIL,ALLOW MILITARIST TO TEACH
ENGRESP,CONSIDER WORK IN ENGINEER FIELD
REALRINC,RS INCOME IN CONSTANT $
RELHH8,RELATIONSHIP OF PERSON 8 TO HEAD OF HOUSEHOLD
WORDSUM,NUMBER WORDS CORRECT IN VOCABULARY TEST
JOBFIND,COULD R FIND EQUALLY GOOD JOB
PASEI10,EDUCPERCENTAGE OF SOME COLLEGE EDUC IN PAOCC10 BASED ON ACS 2010
DIVLAW,YDIVORCE LAWS-VERSION Y
SPEVWORK,SPOUSE EVER WORK AS LONG AS A YEAR
EVOLVED,2ELEPHANTS EVOLVED FROM EARLIER SPECIES: TRUE OR FALSE
LIVEBLKS,NEIGHBORHOOD HALF BLACK
TIREDWK1,HOW OFTEN TOO TIRED FROM HOUSEWORK TO DO JOB WELL
HHTYPE,1HOUSEHOLD TYPE (CONDENSED)
RELHHD10,RELATION OF 1OTH PERSON TO HOUSEHOLD HEAD
TEENS,EX1MORALITY OF TEENS HAVING SEX
NATCITY,SOLVING PROBLEMS OF BIG CITIES
TEENS,HOUSEHOLD MEMBERS 13 THRU 17 YRS OLD
MAWRKSLF,MOTHER SELF-EMP. OR WORKED FOR SOMEBODY
COLRAC,ALLOW RACIST TO TEACH
BIGBANG,1UNIVERSE BEGAN WITH A BIG EXPLOSION: TRUE OR FALSE
OTHER,SEXR HAD SEX WITH SOME OTHER LAST YEAR
CONSCI,YSCIENTIFIC COMMUNITY -- VERSION Z
HOMEKID,MOST WOMEN REALLY WANT A HOME AND KIDS
WKSUPS,DOES SUBORDINATE SUPERVISE ANYONE
XMOVIE,SEEN X-RATED MOVIE IN LAST YEAR
UNION,GODDESIRE TO BE CLOSER TO GOD                    
ASTROLGY,EVER READ A HOROSCOPE OR PERSONAL ASTROLOGY REPORT
CSHUTYP08,"DURING APRIL-JUNE 2008, WAS R RESIDENT IN HOUSEHOLD OR INSTITUTION"
NEWSFROM,MAIN SOURCE OF INFORMATION ABOUT EVENTS IN THE NEWS
RELSP11,RELATIONSHIP OF PERSON 11 TO SPOUSE OF HOUSEHO
RVISITOR,IS R A VISITOR?
NATENVIR,IMPROVING & PROTECTING ENVIRONMENT
SHOTGUN,SHOTGUN IN HOME
PAPRES10,5PLUSFATHER'S OCCUPATIONAL PRESTIGE SCORE USING THRESHOLD METHOD (2010)
RACE,1RACE OF PERSON NUMBER 1
VOTE08,DID R VOTE IN 2008 ELECTION
SOCREL,SPEND EVENING WITH RELATIVES
SATJOB7,JOB SATISFACTION IN GENERAL
