Var_Name,Var_Text
WEBMOB,R USES HOME INTERNET THROUGH MOBILE DEVICE
TAX,RS FEDERAL INCOME TAX
WORDE,WORD E
ABPOOR,1LAW SHOULD ALLOW ABORTION IF FAMILY LOW INCOME
CONPRESS,CONFIDENCE IN PRESS
RELHHD1,0RELATION OF 1OTH PERSON TO HOUSEHOLD HEAD
STRESS,12STRESS MANAGEMENT PROGRAM LAST 12 MONTHS
UNION,DOES R OR SPOUSE BELONG TO UNION
SEI10INC,PERCENTAGE OF $45K+ EARNERS IN OCC10 BASED ON ACS 2010
MAJOR1,COLLEGE MAJOR 1
ABHLTH,WOMAN'S HEALTH SERIOUSLY ENDANGERED
HHTYPE1,HOUSEHOLD TYPE (CONDENSED)
RIFLE,S50SHOULD HIGH POWER RIFLE SALE BE LIMITED TO MILITARY
COOTHER,OTHER PROTESTANT DENOMINATIONS
NATARMSY,NATIONAL DEFENSE -- VERSION Y
ARTTIME,DID NOT GO DUE TO LACK OF TIME
HIVTEST,1IN WHAT MONTH AND YEAR WAS YOUR LAST HIV TEST
GENDER10,GENDER OF 10TH PERSON
GENDEREQ,GOV RESP TO PROMOTE EQUALITY
ISCO88,"RESPONDENT'S OCCUPATION, 1980 CENSUS & 1988 ISCO CODE"
SIBS,NUMBER OF BROTHERS AND SISTERS
HOMOSEX,HOMOSEXUAL SEX RELATIONS
INTRACE2,INTERVIEWER S RACE2
SUIYRS1,HOW MANY YEARS SINCE CLOSEST SUICIDE
CONBUS,YMAJOR COMPANIES -- VERSION Z
COSEI10,EDUCPERCENTAGE OF SOME COLLEGE EDUC IN COOCC10 BASED ON ACS 2010
MNTLHLTH,DAYS OF POOR MENTAL HEALTH PAST 30 DAYS
RELSP9,RELATIONSHIP OF PERSON 9 TO SPOUSE OF HOUSEHOL
SPKLANG,3WHAT LANGUAGE(S) DO YOU SPEAK WELL?             
POPESPKS,POPE IS INFALLIBLE ON MATTERS OF FAITH OR MORALS
RELIG,3RELIGIOUS PREFERENCE OF PERSON #3
WHERE1,1WHERE IS 11TH PERSON (VISITOR) STAYING?
CONDRIFT,SCI KNOWLEDGE: THE CONTINENTS HAVE BEEN MOVING
PAISCO88,"R'S FATHER'S OCCUPATION, 1980 CENSUS & 1988 ISCO CODE"
RELATE1,0RELATIONSHIP OF 10TH PERSON TO HOUSEHOLD HEAD
UNEMP,5UNEMPLOYED IN LAST 5 YRS
CLASS,YSUBJECTIVE SOCIAL CLASS-VERSION Y
SPDIPGED,"SPOUSE DIPLOMA, GED, OR OTHER"
SPKMSLM,ALLOW MUSLIM CLERGYMEN PREACHING HATRED OF THE US
ISSP,FILTER FOR ISSP CASES
SUINUM1,PEOPLE R KNOWS SUICIDE OVER LIFETIME
GENDER1,2GENDER OF 12TH PERSON (VISITOR)
INTHISP,"IS INTERVIEWER SPANISH, HISPANIC OR LATINO"
FAIR,WHTSWHITES COMMITTED TO FAIR AND EQUAL TREATMENT OF
NATEDUC,YEDUCATION -- VERSION Y
RACE,CEN3WHAT IS RS RACE 3RD MENTION
VISITORS,NUMBER OF VISITORS IN HOUSEHOLD
PRFMWHY2,IMP OF WANTING TO EXPERIENCE HIGH QUALITY ART IN DECISION TO ATTEND PERF
TAXRICH,TAXES ON HIGH INCOME PEOPLE TOO HIGH
RACDIF4,DIFFERENCES DUE TO LACK OF WILL
OLD2,AGE OF 2ND PERSON
SEX,3SEX OF PERSON NUMBER 3
OTHER,3PERSON #3 IS OTHER TYPE OF ACQUAINTANCE
SEX,HARR EXPERIENCED SEXUAL HARASSMENT
HLTHSTRT,POOR?HUADDHOUSING UNIT (HU) AT ADDRESS?HUADDWHYWHY THERE IS NO HU AT THIS ADDRESSDWELLPRETYPE OF STRUCTURE IN WHICH THE RESPONDENT LIVESKIDSINHHAT THIS HOUSEHOLDRESPONDESTIMATE OF THE PROBABILITY THAT THIS HOUSEHOLD WILL RESPOND TO THE SURVEYINCUSPOPTHE REST OF THE GENERAL UNITED STATES PNEISAFEHOW SAFE INTERVIEWER THINKS NEIGHBORHOOD ISRLOOKSR PHYSICAL ATTRACTIVENESS RATINGRGROOMEDR GROOMING RATINGRWEIGHTR WEIGHT RATINGHUCLEANR HU INTERIOR CLEANLINESS RATINGRHLTHENDR HEALTH RATINGWTSSWEIGHT VARIABLE
SOLARREV,SCI KNOWLEDGE: HOW LONG THE EARTH GOES AROUND THE SUN
OTHLANG,1WHAT OTHER LANGUAGES DOES R SPEAK
SPSEI10EDUC,PERCENTAGE OF SOME COLLEGE EDUC IN SPOCC10 BASED ON ACS 2010
MOSTHRS,MOST HRS/WEEK WORKED IN PAST MONTH
JOBEASY,HOW EASY IF R FIND A JOB AS GOOD AS CURRENT ONE
NOGO,1PERFORMANCE OR EXHIBIT
WRKENJOY,ENJOY JOB EVEN IF $ NOT NEEDED
OLD10,AGE OF 1OTH PERSON
RACDIF3,DIFFERENCES DUE TO LACK OF EDUCATION
AGE,2AGE OF PERSON #2
EDUC,2EDUCATION LEVEL OF PERSON #2
FAIR,PEOPLE FAIR OR TRY TO TAKE ADVANTAGE
PAISCO08,"R'S FATHER'S OCCUPATION, 2010 CENSUS & 2008 ISCO CODE"
RACE,3RACE OF PERSON NUMBER 3
STRESSWK,STRESS AT WORK IN PAST 2 WKS
SATJOB,JOB OR HOUSEWORK
COLHOMO,ALLOW HOMOSEXUAL TO TEACH
AIDUNEMP,GOVTS RESP: PROVIDE FOR THE UNEMPLOYED
SPSEI10,INCPERCENTAGE OF $45K+ EARNERS IN SPOCC10 BASED ON ACS 2010
WHERE1,4WHERE IS 14TH PERSON (VISITOR) STAYING?
MOVEINUS,I WOULD MOVE WITHIN THE USA FOR WORK
WHOELSE2,PRESENCE OF OTHERS: OLDER CHILDREN
YEAR,SJOBTIME AT CURRENT JOB
FLEXHRS1,IMPORTANCE OF FLEXIBLE HRS. AT WORK
PARTYID,3PARTY ID OF PERSON #3
FECHLD,MOTHER WORKING DOESN'T HURT CHILDREN
GIVINFFOR,SHOULD GOVT COLLECT FOREIGNER INFO WITHOUT KNOWLEDGE
REGION,REGION OF INTERVIEW
RSECJOB,RS JOB IS SECURE
TRUST,YCAN PEOPLE BE TRUSTED-VERSION Y
BORN,HOMEWHAT KIND OF HOUSE RS FAMILY LIVED AT BIRTH
TAXPOOR,TAXES ON LOW INCOME PEOPLE TOO HIGH
MASEI10,EDUCPERCENTAGE OF SOME COLLEGE EDUC IN MAOCC10 BASED ON ACS 2010
INTYRS,YEARS OF SERVICE AS AN INTERVIEWER AT NORC
RELHH1,3RELATIONSHIP OF PERSON 13 TO HEAD OF HOUSEHOLD
FLICKR,USE FLICKR
INTENVIR,INTERESTED IN ENVIRONMENTAL ISSUES
SEI10,EDUCPERCENTAGE OF SOME COLLEGE EDUC IN OCC10 BASED ON ACS 2010
CHNGEWRK,I WOULD CHANGE MY WORK FOR SOMETHING DIFFERENT
FAIR,HSPSHISPANICS COMMITTED TO FAIR AND EQUAL TREATMENT
PRFMOTHR1,OTHER REASON WHY DID NOT GO - SPECIFY
RACE,THASPOINTS ASSIGNED TO ASIAN AMERICAN
CESD4,HOW MUCH TIME FELT LONELY IN PAST WK
OTHLANG,CAN R SPEAK LANGUAGE OTHER THAN ENGLISH/SPANISH
ARTCOST,DID NOT GO DUE TO COST
BIBLE,FEELINGS ABOUT THE BIBLE
WORDG,WORD G
EXPTEXT,WHY IS IT BETTER TO TEST DRUG THIS WAY
MAR14,MARITAL STATUS OF 14TH PERSON (VISITOR)
HOPE4,I SEE MYSELF AS SUCCESSFUL
LEAVEJOB,HOW LIKELY WILL TRY TO FIND ANOTHER FIRM
LOTR6,I EXPECT MORE GOOD THINGS TO HAPPEN TO ME THAN BAD
SPHLTH,GOVT SPENDING ON HEALTH
RELSP1,RELATIONSHIP OF PERSON 1 TO SPOUSE OF HOUSEHOL
POLHITOK,EVER APPROVE OF POLICE STRIKING CITIZEN
PILLOK,YBIRTH CONTROL TO TEENAGERS 14-16 (FORM 2)
POLGBECO,WHAT IS YOUR VIEW ON POLITICS IN US & WORLD
RWRKINDP,R CAN WORK INDEPENDENTLY
TAXMID,TAXES ON MIDDLE INCOME PEOPLE TOO HIGH
WTSS,NRWEIGHT VARIABLE
HIVTEST2,WHERE DID YOU HAVE YOUR LAST HIV TEST
COISCO08,"PARTNER'S OCCUPATION, 2010 CENSUS & 2008 ISCO CODE"
HARASS5,HARASSMENT AT WORK IN PAST 5 YRS
ARTWHY4,IMP OF WANTING TO CELEBRATE CULTURAL HERITAGE IN DECISION TO ATTEND EXHIBIT
HRS1,NUMBER OF HOURS WORKED LAST WEEK
WKSUB,SDOES SUPERVISOR HAVE SUPERVISOR
VISSCI,HOW OFTEN R VISITED SCIENCE MUSEUM
STRESS,FLSITUATION CAUSED BY STRESSFUL CIRCUMSTANCES
NATENVIY,THE ENVIRONMENT -- VERSION Y
RACETHBL,POINTS ASSIGNED TO BLACK/AFRICAN AMERICAN
ARTWHY5,IMP OF WANTING TO SUPPORT COMMUNITY IN DECISION TO ATTEND EXHIBIT
PRFMWHY4,IMP OF WANTING TO CELEBRATE CULTURAL HERITAGE IN DECISION TO ATTEND PERF
WORDH,WORD H
SPEFTOTLT,TOTAL NUMBER OF STUDENTS ENROLLED IN COLLEGE SPOUSE ATTENDED
ABPOOR,WWRONG FOR WOMAN TO GET ABORTION IF LOW INCOME?
PARTYID,2PARTY ID OF PERSON #2
LOCALNUM,NUMBER OF EMPLOYEES: RS WORK SITE
INTRECNT,USED INTERNET/APPS YESTERDAY
RELATE1,RELATIONSHIP OF 1ST PERSON TO HOUSEHOLD HEAD
ARTTRVL,DID NOT GO BECAUSE TOO DIFICULT TO GET THERE
ELECTRON,SCI KNOWLEDGE: ELECTRONS ARE SMALLER THAN ATOMS
NATRACE,IMPROVING THE CONDITIONS OF BLACKS
HISPANIC,HISPANIC SPECIFIED
PROMOTN,IMPORTANCE OF ADVANCEMENT IN A JOB
FUND16,HOW FUNDAMENTALIST WAS R AT AGE 16
REG16,"REGION OF RESIDENCE, AGE 16"
SEI10,R'S SOCIOECONOMIC INDEX (2010)
VERDICT,WORSE TYPE OF JUDICIAL MISTAKE
AWAY3,IS 3RD PERSON STAYING SOMEWHERE ELSE NOW?
MAWRKGRW,MOTHERS EMPLOYMENT WHEN R WAS 16
RELHH9,RELATIONSHIP OF PERSON 9 TO HEAD OF HOUSEHOLD
AGE,RELEXAGE OF R AT RELIGIOUS EXPERIENCE
INTAGE,AGE OF INTERVIEWER
FEFAM,"BETTER FOR MAN TO WORK, WOMAN TEND HOME"
POLEFF11,DON'T HAVE ANY SAY ABOUT WHAT THE GOVERNMENT DOES       
MARHOMO,HOMOSEXUALS SHOULD HAVE RIGHT TO MARRY
KIDSSOL,RS KIDS LIVING STANDARD COMPARED TO R
OTHERSEX,R HAD SEX WITH SOME OTHER LAST YEAR
SPANSELF,"IF THIS INTERVIEW HAD ONLY BEEN AVAILABLE IN ENGLISH, WOULD YOU–"
GOD,OCLAST WEEK WENT TO SEE A DOCTOR? 
STRNGUN,STRONG UNIONS NEEDED TO PROTECT WORKERS
DENOM,SCHDENOMINATION OF SCHOOL CHILDREN ATTENDED
SUICIDE2,SUICIDE IF BANKRUPT
RINCOM16,RESPONDENTS INCOME
FAIR,HWRKDIVISION OF WORK UNFAIR TO YOU OR SPOUSE         
SUPERVIS,DOES R SUPERVISE OTHERS AT WORK IN MAIN JOB
CONARMY,YMILITARY -- VERSION Z
APPEMPS,APPLIED DIRECTLY TO EMPLOYERS                 
JBENDYR,YEAR LAST PAID JOB ENDED
LIBHOMO,ALLOW HOMOSEXUALS BOOK IN LIBRARY
AWAY1,2IS 12TH PERSON (VISITOR) STAYING ELSEWHERE NOW?
WHENCOL,WHEN RECEIVED COLLEGE DEGREE
MAR3,MARITAL STATUS OF 3RD PERSON
WORKWHTS,HARD WORKING - LAZY
MARWHT,R FAVOR CLOSE RELATIVE MARRYING WHITE PERSON
SEX,"SEX18SINCE AGE 18, HAVE YOUR SEX PARTNERS BEEN–"
NATARMS,ZSTRENGTHENING NATIONAL DEFENSE -- VER Z
NATEDUC,IMPROVING NATIONS EDUCATION SYSTEM
COSEI10,PARTNERS SOCIOECONOMIC INDEX (2010)
COHRS1,NUMBER OF HOURS PARTNER WORKED LAST WEEK
MAR1,1MARITAL STATUS OF 11TH PERSON (VISITOR)
RELSP1,4RELATIONSHIP OF PERSON 14 TO SPOUSE OF HOUSEHO
FORMWT,WEIGHT DEAL WITH EXPERIMENTAL RANDOMIZATION
SEI10,INCPERCENTAGE OF $45K+ EARNERS IN OCC10 BASED ON ACS 2010
ARTATT,ATTENDED EXHIBIT ALONE OR WITH OTHERS
NATMASS,MASS TRANSPORTATION
CUTHOURS,REDUCTION IN LENGTH OF WORK WEEK
EVOLVED2,ELEPHANTS EVOLVED FROM EARLIER SPECIES: TRUE OR FALSE
INTLWHTS,UNINTELLIGENT -INTELLIGENT
NATROAD,HIGHWAYS AND BRIDGES
PORNLAW,FEELINGS ABOUT PORNOGRAPHY LAWS
PRFMATT2,ATTENDED WITH CHILD
RELATE4,RELATIONSHIP OF 4TH PERSON TO HOUSEHOLD HEAD
RELIG,SPR'S SPOUSE'S RELIGION
RELITEN,STRENGTH OF AFFILIATION
SPREL,SPOUSES RELIGIOUS PREFERENCE
MASEI10INC,PERCENTAGE OF $45K+ EARNERS IN MAOCC10 BASED ON ACS 2010
NANOWILL,BENEFIT OF NANOTECHNOLOGY OUTWEIGH HARMFUL RESULTS
VPSU,VARIANCE PRIMARY SAMPLING UNIT
FEELEVEL,AMOUNT OF FEES PAID
RELATE7,RELATIONSHIP OF 7TH PERSON TO HOUSEHOLD HEAD
OLD5,AGE OF 5TH PERSON
VISZOO,HOW OFTEN R VISITED ZOO  LAST YEAR
USESKILL,HOW MUCH PAST SKILLS CAN YOU MAKE USE IN PRESENT
GOD,SELLSRELIGIOUS IMAGE TO SELL PRODUCTS 
SEX,"FREQ2NUMBER OF TIMES, SEX LAST MONTH"
RESPNUM,NUMBER IN FAMILY OF R
FAMDIF16,REASON NOT LIVING WITH PARENTS
ARTATT,1ATTENDED WITH SPOUSE OR PARTNER
JOBLOSE,IS R LIKELY TO LOSE JOB
COLSCINM,NUMBER OF COLLEGE-LEVEL SCI COURSES R HAVE TAKEN
COLMSLM,ALLOW ANTI-AMERICAN MUSLIM CLERGYMEN TEACHING IN COLLEGE
NATDRUG,ZREDUCING DRUG ADDICTION -- VERSION Z
HOMOSEX,1IS HOMOSEXUAL SEX WRONG?
WTSSNR,WEIGHT VARIABLE
USCITZN,IS R US CITIZEN
POPULAR,TO BE WELL LIKED OR POPULAR
HEALTH,12R USE WEB FOR HEALTH INFORMATION IN PAST 12 MON
INTEDUC,INTERESTED IN LOCAL SCHOOL ISSUES
SCINEWS2,MAGAZINE PRINTED OR ONLINE
GOD,RIGHTGOD'S LAWS SHOULD DECIDE RIGHT AND WRONG
HEALTH,1RS HEALTH IN GENERAL
XHAUSTN,HOW OFTEN DOES WORK EXHAUST R
ASKHELP,ASKED RELATIVES FRIENDS COLLEAGUES TO HELP    
HLPSOC,IMPORTANCE OF SOCIAL USEFULNESS IN A JOB
RELHH10,RELATIONSHIP OF PERSON 10 TO HEAD OF HOUSEHOLD
SEXFREQ,FREQUENCY OF SEX DURING LAST YEAR
PRESTG10,5PLUSRS OCCUPATIONAL PRESTIGE SCORE USING THRESHOLD METHOD (2010)
WKSUB1,DOES R OR SPOUSE OR PARTNER HAVE A SUPERVISOR
AGE,RBORNAGE OF R AT BORN-AGAIN EXPERIENCE
OBEY,SYOBEYS PARENTS WELL-VERSION Y
CONEDUC,CONFIDENCE IN EDUCATION
LIBMIL,ALLOW MILITARISTS BOOK IN LIBRARY
GENDER12,GENDER OF 12TH PERSON (VISITOR)
PAWRKSLF,FATHER SELF-EMP. OR WORKED FOR SOMEBODY
RELIG,INFUS WOULD BE BETTER IF LESS RELIGIOUS      
SEX,UNIONSEX OF R'S SPOUSE/CIVIL UNION PARTNER/DOMESTIC PARTNER
OBEY,TCHIMPORTANT TO OBEY CHURCH TEACHINGS
PRVDOLD,WHO PROVIDES FOR OLD PEOPLE
NUMMEN,NUMBER OF MALE SEX PARTNERS SINCE 18
NATFAREY,ASSISTANCE TO THE POOR -- VERSION Y
PRFMATT,1ATTENDED WITH SPOUSE OR PARTNER
PRFMWHY0,OTHER MAJOR REASON IN DECISION TO ATTEND PERF
AGE,DPARSHOULD AGED LIVE WITH THEIR CHILDRENAGEDCHLDSHOULD GROWN CHILDREN LIVE WITH PARENTSWEEKSWRKWEEKS R. WORKED LAST YEAR
RELATE9,RELATIONSHIP OF 9TH PERSON TO HOUSEHOLD HEAD
RELITEN,ASTRENGTH OF AFFILIATION
RELSP1,2RELATIONSHIP OF PERSON 12 TO SPOUSE OF HOUSEHO
GOD,RS CONFIDENCE IN THE EXISTENCE OF GOD
HAPMAR,HAPPINESS OF MARRIAGE
SUICIDE3,SUICIDE IF DISHONORED FAMILY
LOTR5,I RARELY COUNT ON GOOD THINGS HAPPENING TO ME
WHYDISC5,WHY WERE YOU DISCRIMINATED AGAINST
BETRLANG,WHICH LANGUAGE R SPEAKS MORE FLUENT
DIVLAW,DIVORCE LAWS
RACETHMN,WHAT RACE/ETH IS OTHER REFERRING TO
REVPUB,ALLOW REVOLUTIONARIES TO PUBLISH BOOKS
ADULTS,HOUSEHOLD MEMBERS 18 YRS AND OLDER
INDUSGEN,INDUST AIR POLLUTION DANGER TO ENVIR   
RACETHAS,POINTS ASSIGNED TO ASIAN AMERICAN
WKSUBS,1DOES SUPERVISOR HAVE SUPERVISOR
CONARMY,CONFIDENCE IN MILITARY
POLATTAK,CITIZEN ATTACKING POLICEMAN WITH FISTS
RELHHD2,RELATION OF 2ND PERSON TO HOUSEHOLD HEAD
MASEI10,R'S MOTHER'S SOCIOECONOMIC INDEX (2010)
PRFMATT,DID R ATTEND ALONE OR WITH OTHERS
OLD3,AGE OF 3RD PERSON
AWAY1,4IS 14TH PERSON (VISITOR) STAYING ELSEWHERE NOW?
SETHRS,HOW ARE YOUR WORKING HOURS DECIDED
SPKMIL,ALLOW MILITARIST TO SPEAK
AGE,5AGE OF PERSON #5
FORM,LTRNDID IT INCLUDE FORMAL TRAINING COURSE         
RELIG,INTRELIGIOUS PEOPLE ARE OFTEN TOO INTOLERANT     
HAPPY,GENERAL HAPPINESS
ARTATT2,ATTENDED WITH CHILD
OTHER,2PERSON #2 IS OTHER TYPE OF ACQUAINTANCE
FINALTER,CHANGE IN FINANCIAL SITUATION
OLD13,AGE OF 13TH PERSON (VISITOR)
SOCOMMUN,SPEND EVENING WITH NEIGHBOR
INSTAGRM,USE INSTAGRM
PASEI10,R'S FATHER'S SOCIOECONOMIC INDEX (2010)
WKSUB,DOES R OR SPOUSE HAVE SUPERVISOR
SPANKING,FAVOR SPANKING TO DISCIPLINE CHILD
PAPRES10,FATHER'S OCCUPATIONAL PRESTIGE SCORE (2010)
DISCAFF,YCHANCE BLACKS PROMOTED AHEAD OF WHITES
HSMATH,THE HIGHEST LEVEL OF MATH R COMPLETED IN HIGH SCHOOL
AGE,"CMEUSIF BORN OUTSIDE USA, WHAT AGE WERE YOU WHEN YOU PERMANENTLY MOVED TO USA"
SPPRES10,SPOUSE OCCUPATIONAL PRESTIGE SCORE (2010)
PROTEST3,ALLOW DEMONSTRATIONS PROTESTING GOVT
COSEI10,INCPERCENTAGE OF $45K+ EARNERS IN COOCC10 BASED ON ACS 2010
EVWORK,EVER WORK AS LONG AS ONE YEAR
RUSHED,HOW OFTEN R FEELS RUSHED
INCOME,77TOTAL FAMILY INCOME
SCIFROM,YWHERE GET SCIENCE AND TECHNOLOGY INFO
MAR1,0MARITAL STATUS OF 10TH PERSON
PRFMATT,2ATTENDED WITH CHILD
MAR9,MARITAL STATUS OF 9TH PERSON
BIGBANG,SCI KNOWLEDGE: THE UNIVERSE BEGAN WITH A HUGE EXPLOSION
MAR8,MARITAL STATUS OF 8TH PERSON
FINRELA,OPINION OF FAMILY INCOME
LETDIE1,YALLOW INCURABLE PATIENTS TO DIE (FORM 2)
PINTERST,USE PINTERST
PROTEST1,ALLOW PUBLIC MEETINGS PROTESTING GOVT
WHOELSE3,PRESENCE OF OTHERS: SPOUSE PARTNER
WLTHWHTS,RICH - POOR
EDUC,HIGHEST YEAR OF SCHOOL COMPLETED
MAKEJOBS,GOVT CREATE NEW JOBS
PARTYID,POLITICAL PARTY AFFILIATION
WHOELSE4,PRESENCE OF OTHERS: OTHER RELATIVES
MAR1,3MARITAL STATUS OF 13TH PERSON (VISITOR)
EDUC,OPEQUAL OPPORTUNITY TO OBTAIN EDUCATION?
EVOLVED,SCI KNOWLEDGE: HUMAN BEINGS DEVELOPED FROM ANIMALS
SAMPCODE,SAMPLING ERROR CODE
RELHH11,RELATIONSHIP OF PERSON 11 TO HEAD OF HOUSEHOLD
WWWHR,WWW HOURS PER WEEK
WWWHR,WHOURS PER WEEK USING WORK COMPUTER WWW
UNION1,DOES R OR SPOUSE OR PARTNER BELONG TO UNION
INCOME,TOTAL FAMILY INCOME
ETH1,1ST MENTIONED COUNTRY OF ORIGIN                     
SPSEI10,EDUCPERCENTAGE OF SOME COLLEGE EDUC IN SPOCC10 BASED ON ACS 2010
SPDEG,SPOUSES HIGHEST DEGREE
PRFMWHY3,IMP OF WANTING TO SOCIALIZE WITH FRIENDS OR FAM IN DECISION TO ATTEND PERF
TRUST,PEOTHERE ARE ONLY A FEW PPL R CAN TRUST COMPLETELY
NATFARE,WELFARE
AWAY1,IS 1ST PERSON STAYING SOMEWHERE ELSE NOW?
CODEG,PARTNERS HIGHEST DEGREE
DIVORCE,5DIVORCED IN LAST 5 YRS
ETH2,2ND MENTIONED COUNTRY OF ORIGIN                     
NATENRGY,DEVELOPING ALTERNATIVE ENERGY SOURCES
EVBRKDWN,EVER FELT GOING TO HAVE A NERVOUS BREAKDOWN?    
BALLOT,BALLOT USED FOR INTERVIEW
HELPSICK,SHOULD GOVT HELP PAY FOR MEDICAL CARE?
LIVEWHTS,R FAVORS LIVING IN HALF WHITE NEIGHBORHOOD
PARTNRS5,HOW MANY SEX PARTNERS R HAD IN LAST 5 YEARS
SUINUM,1PEOPLE R KNOWS SUICIDE OVER LIFETIME
MAR10,MARITAL STATUS OF 10TH PERSON
RELATE1,2RELATION OF 12TH PERSON (VISITOR) TO HEAD
CCTV,CIVIL LIBERTIES - VIDEO SURVEILLANCE
RHIINC,RS INCOME IS HIGH
SUIMTHS1,HOW MANY MONTHS SINCE CLOSEST SUICIDE
TAX,BYLAWDO AUTHORITIES TAX LEGALLY
SNSMYEAR,YEAR FIRST JOINED SNS
NEWSKILL,I WOULD ACCEPT JOB THAT REQUIRES NEW SKILLS
POLINT,1HOW INTERESTED IN POLITICS  
SPSCHOOL,GOVT SPENDING ON EDUCATION
COOCC10,PARTNERS CENSUS OCCUPATION CODE (2010)
FAIR,5PEOPLE FAIR OR NOT
WATERGEN,WATER POLLUTION DANGER TO ENVIR   
RELHH1,4RELATIONSHIP OF PERSON 14 TO HEAD OF HOUSEHOLD
GRNLAWS,GOV RESP TO  MAKE INDUSTRY LESS DAMAGING               
NATHEAL,YHEALTH -- VERSION Y
DISCAFF,WHITES HURT BY AFF. ACTION
SPKCOM,ALLOW COMMUNIST TO SPEAK
PARTFULL,WAS R'S WORK PART-TIME OR FULL-TIME?
ATTEND,PAFREQ OF R'S DAD'S RELIG SVC ATTENDANCE
COMPREND,RS UNDERSTANDING OF QUESTIONS
WKSUBS1,DOES SUPERVISOR HAVE SUPERVISOR
RELATE2,RELATIONSHIP OF 2ND PERSON TO HOUSEHOLD HEAD
FAMILY16,LIVING WITH PARENTS WHEN 16 YRS OLD
LOOKJOB,ARE YOU LOOKING FOR A JOB                     
PRFMATT1,ATTENDED WITH SPOUSE OR PARTNER
HLPHITEC,GOVT SUPPORT FOR NEW PRODUCTS AND TECH
ASTROSCI,ASTROLOGY IS SCIENTIFIC
AGEDPAR,SHOULD AGED LIVE WITH THEIR CHILDRENAGEDCHLDSHOULD GROWN CHILDREN LIVE WITH PARENTSWEEKSWRKWEEKS R. WORKED LAST YEAR
RELIG,IDR'S RELIGIOUS IDENTITY                         
UNION,SBDSTRONG TRADE UNIONS ARE BAD FOR US ECONOMY
HSPHYS,R EVER TOOK A HIGH SCHOOL PHYSICS COURSE
NATMASS,ZIMPROVING MASS TRANSIT -- VERSION Z
FAIR,BLKSBLACKS COMMITTED TO FAIR AND EQUAL TREATMENT OF
NATPARK,PARKS AND RECREATION
SPIND10,SPOUSES INDUSTRY CODE (NAICS 2007)
CONMEDIC,CONFIDENCE IN MEDICINE
TVHOURS,HOURS PER DAY WATCHING TV
SUICIDE4,SUICIDE IF TIRED OF LIVING
ABPOOR,LOW INCOME--CANT AFFORD MORE CHILDREN
CONBUS,CONFIDENCE IN MAJOR COMPANIES
SPARTS,GOVT SPENDING ON CULTURE AND THE ARTS
TAXBYLAW,DO AUTHORITIES TAX LEGALLY
BOSSEMPS,QUALITY OF MGMNT-EMPLOYEE RELS: RS FIRM
SPREL,16RELIGION IN WHICH SPOUSE RAISED
SUIMTHS2,HOW MANY MONTHS SINCE 2ND CLOSEST SUICIDE
TRUST,CAN PEOPLE BE TRUSTED 2006 WORDING
RICHWORK,"IF RICH, CONTINUE OR STOP WORKING"
ARTWHY6,IMP OF WANTING TO LEARN IN DECISION TO ATTEND EXHIBIT
OLD1,3AGE OF 13TH PERSON (VISITOR)
LETIN1,NUMBER OF IMMIGRANTS TO AMERICA NOWADAYS SHOULD BE      
WHOELSE5,PRESENCE OF OTHERS: OTHER ADULTS
PARTYID,1PARTY ID OF PERSON #1
TEMPGEN,GREENHOUSE EFFECT DANGER TO ENVIR   
RINTJOB,RS JOB IS INTERESTING
RELHHD1,3RELATION OF 13TH PERSON (VISITOR) TO HEAD
PRFMOTHR,1OTHER REASON WHY DID NOT GO - SPECIFY
PRAYER,YBIBLE PRAYER IN SCHOOLS-VERSION Y
RELHHD13,RELATION OF 13TH PERSON (VISITOR) TO HEAD
NATSPAC,ZSPACE EXPLORATION -- VERSION Z
WRKEARN,JOB IS JUST A WAY TO EARN MONEY
WRKSLF,R SELF-EMP OR WORKS FOR SOMEBODY
NATSOC,SOCIAL SECURITY
RELIG,CONRELIGIONS BRING MORE CONFLICT   
CHLDIDEL,IDEAL NUMBER OF CHILDREN
SEXFREQ,"2NUMBER OF TIMES, SEX LAST MONTH"
NOGO,VTNO GOVT INTERFERENCE IMPORTANT FOR FREEDOM
RELHH4,RELATIONSHIP OF PERSON 4 TO HEAD OF HOUSEHOLD
SPISCO08,"R'S MOTHER'S OCCUPATION, 2010 CENSUS & 2008 ISCO CODE"
OLD12,AGE OF 12TH PERSON (VISITOR)
PRAY,ERXBIBLE PRAYER IN SCHOOLS -- VERSION Z
INTFARM,INTERESTED IN FARM ISSUES
RELHH12,RELATIONSHIP OF PERSON 12 TO HEAD OF HOUSEHOLD
CRACK30,R LAST USE CRACK COCAINE
VINE,USE VINE
LETIN1,ANUMBER OF IMMIGRANTS NOWADAYS SHOULD BE
RELSP7,RELATIONSHIP OF PERSON 7 TO SPOUSE OF HOUSEHOL
POSSLQ,YRELATIONSHIP STATUS AND COHABITATION OR NOT
PRAY,ERYBIBLE PRAYER IN SCHOOLS-VERSION Y
SPSEI10INC,PERCENTAGE OF $45K+ EARNERS IN SPOCC10 BASED ON ACS 2010
TRUST,INGMOST PEOPLE CAN BE TRUSTED                    
WTSS,ALLWEIGHT VARIABLE
FEEUSED,FEE GIVEN TO GET CASE
RELHH5,RELATIONSHIP OF PERSON 5 TO HEAD OF HOUSEHOLD
SUICIDE1,SUICIDE IF INCURABLE DISEASE
EDUC,4EDUCATION LEVEL OF PERSON #4
