Var_Name,Var_Text
IDU30,R INJECT DRUGS IN PAST 30 DAYS
RACE,THOTPOINTS ASSIGNED TO OTHER
NATHEAL,ZIMPROVING HEALTH -- VERSION Z
RANK,RS SELF RANKING OF SOCIAL POSITION
RELIG16,RELIGION IN WHICH RAISED
RVISITOR,IS R A VISITOR?
ATTEND,12FREQ OF R'S RELIG SVC ATTENDANCE AT AGE 12
NATARMS,"MILITARY, ARMAMENTS, AND DEFENSE"
STRREDPG,ACCESS TO STRESS MANAGEMENT
FREETRDE,FREE TRADE LEADS TO BETTER PRODUCTS 
GENDER1,GENDER OF 1ST PERSON
STRESS,12STRESS MANAGEMENT PROGRAM LAST 12 MONTHS
IF08WHO,WHO YOU WOULD HAVE VOTED FOR
GOD,RIGHTGOD'S LAWS SHOULD DECIDE RIGHT AND WRONG
RELIG,PUBBETTER IF MORE BELIEVERS HELD PUBLIC OFFICE
CHLDIDEL,IDEAL NUMBER OF CHILDREN
HELPJOB,HELPED SOMEBODY TO FIND A JOB PAST 12 MONTHS
RACECEN3,WHAT IS RS RACE 3RD MENTION
HIVTEST,HAVE YOU EVER BEEN TESTED FOR HIV
RELSP1,3RELATIONSHIP OF PERSON 13 TO SPOUSE OF HOUSEHO
MOREDAYS,DAYS PER MONTH R WORK EXTRA HOURS
OVERWORK,R HAS TOO MUCH WORK TO DO WELL
CONMEDIC,CONFIDENCE IN MEDICINE
PROUDHIS,HOW PROUD ITS HISTORY                            
ACTASSOC,HOW IMPORTANT TO BE ACTIVE ON SOC OR POL ASSOCIATION  
RELIG,IDR'S RELIGIOUS IDENTITY                         
LETDIE1,ALLOW INCURABLE PATIENTS TO DIE
COOP,2RS ATTITUDE TOWARD INTERVIEW
FUND16,HOW FUNDAMENTALIST WAS R AT AGE 16
GOD,SELLSRELIGIOUS IMAGE TO SELL PRODUCTS 
COWRKINT,COWORKERS TAKE A PERSONAL INTEREST IN R
DISCAFFW,HITES HURT BY AFF. ACTION
IMMCULT,IMMIGRANTS UNDERMINE AMERICAN CULTURE
HELPNOT,SHOULD GOVT DO MORE OR LESS?
ABNOMORE,MARRIED--WANTS NO MORE CHILDREN
CONDRIFT,SCI KNOWLEDGE: THE CONTINENTS HAVE BEEN MOVING
WKCONTCT,HOW OFTEN CONTACTED ABOUT WORK WHEN NOT WORKING
RACDIF4,DIFFERENCES DUE TO LACK OF WILL
DEPTPERF,SIZE OF PERF BASED PAY DEPEND ON WORKGROUP
BIGBANG,2UNIVERSE EXPANDING SINCE IT BEGAN: TRUE OR FALSE
SPSEI10,EDUCPERCENTAGE OF SOME COLLEGE EDUC IN SPOCC10 BASED ON ACS 2010
MAJORCOL,THE FIELD OF DEGREE R EARNED
AGE,DPARSHOULD AGED LIVE WITH THEIR CHILDRENAGEDCHLDSHOULD GROWN CHILDREN LIVE WITH PARENTSWEEKSWRKWEEKS R. WORKED LAST YEAR
RELSP1,2RELATIONSHIP OF PERSON 12 TO SPOUSE OF HOUSEHO
WHERE1,2WHERE IS 12TH PERSON (VISITOR) STAYING?
NAFTA2A,MERICA BENEFITS FROM BEING A MEMBER OF NAFTA?   
PATRIOT2,PATRIOTIC FEELINGS LEAD TO INTOLERANCE IN AMERICA
NATRACE,YASSISTANCE TO BLACKS -- VERSION Y
VOEDNME1,POSTSECONDARY INSTITUTION ATTENDED FOR CREDIT
CLASS,YSUBJECTIVE SOCIAL CLASS-VERSION Y
NATSPAC,SPACE EXPLORATION PROGRAM
COURTS,YCOURTS DEALING WITH CRIMINALS-VERSION Y
CLSETOWN,HOW CLOSE DO YOU FEEL TO YOUR TOWN OR CITY  
HELPWRLD,HOW IMPORTANT TO HELP WORSE OFF PPL IN REST OF WORLD  
PAIDSEX,R HAD SEX FOR PAY LAST YEAR
HUNT,DOES R OR SPOUSE HUNT
NATMASS,ZIMPROVING MASS TRANSIT -- VERSION Z
WKAGEISM,R FEELS DISCRIMINATED BECAUSE OF AGE
CONSENT,PARTICIPATION/RECORDING CONSENT
CONSCI,YSCIENTIFIC COMMUNITY -- VERSION Z
PAINARMS,R HAD PAIN IN THE ARMS IN THE PAST 12 MONTHS
SPKLANG,1WHAT LANGUAGE(S) DO YOU SPEAK WELL?             
RELHH1,2RELATIONSHIP OF PERSON 12 TO HEAD OF HOUSEHOLD
SATJOB,1JOB SATISFACTION IN GENERAL
DISCAFF,WA WOMAN WON'T GET A JOB OR PROMOTION             
LIBRAC,ALLOW RACISTS BOOK IN LIBRARY
CRACK30,R LAST USE CRACK COCAINE
AWAY12,IS 12TH PERSON (VISITOR) STAYING ELSEWHERE NOW?
INCOME,72TOTAL FAMILY INCOME
AFFCTLAW,HOW LIKELY CONGRESS GIVE SERIOUS ATTENTION TO RS DEMANDS
SEXFREQ,1HAD SEX IN LAST MONTH
SCIFROM,MAIN SOURCE OF INFORMATION ABOUT SCIENCE AND TECHNOLOGY
INCOME,91TOTAL FAMILY INCOME
NATAID,ZHELPING OTHER COUNTRIES -- VERSION Z
PROUDSPT,HOW PROUD ITS ACHIEVEMENTS IN SPORTS             
UNION,1DOES R OR SPOUSE OR PARTNER BELONG TO UNION
SATJOB,JOB OR HOUSEWORK
SHOTGUN,SHOTGUN IN HOME
WHENHS,WHEN RECEIVED HS DEGREE
WRKSTAT,LABOR FORCE STATUS
RELHHD1,3RELATION OF 13TH PERSON (VISITOR) TO HEAD
SEX,FREQ1HAD SEX IN LAST MONTH
WKVSFAM,HOW OFTEN JOB INTERFERES FAM LIFE
RACE,CEN2WHAT IS RS RACE 2ND MENTION
AGE,3AGE OF PERSON #3
AGE,4AGE OF PERSON #4
SUICIDE4,SUICIDE IF TIRED OF LIVING
CHNGTME,HOW OFTEN R ALLOWED CHANGE SCHEDULE
ACQNTSEX,R HAD SEX WITH ACQUAINTANCE LAST YEAR
AMTV,TV SHOULD GIVE PREFERENCE TO AMERICAN FILMS  
MAR4,MARITAL STATUS OF 4TH PERSON
OPDEVEL,OPPORTUNITY TO DEVELOP MY ABILITIES
PAOCC10,FATHERS CENSUS OCCUPATION CODE (2010)
WHERE1,1WHERE IS 11TH PERSON (VISITOR) STAYING?
MEOVRWRK,MEN HURT FAMILY WHEN FOCUS ON WORK TOO MUCH
NATEDUCY,EDUCATION -- VERSION Y
POLEFF11,DON'T HAVE ANY SAY ABOUT WHAT THE GOVERNMENT DOES       
MAR1,MARITAL STATUS OF 1ST PERSON
SOCREL,SPEND EVENING WITH RELATIVES
SPEFTOTLT,TOTAL NUMBER OF STUDENTS ENROLLED IN COLLEGE SPOUSE ATTENDED
GENDER1,0GENDER OF 10TH PERSON
FINRELA,OPINION OF FAMILY INCOME
NATDRUG,YDRUG REHABILITATION -- VERSION Y
RACLIVE,ANY OPP. RACE IN NEIGHBORHOOD
RACE,THHIPOINTS ASSIGNED TO HISPANIC/LATINO
GENDER10,GENDER OF 10TH PERSON
RACWORK,RACIAL MAKEUP OF WORKPLACE
SEX,"FREQ2NUMBER OF TIMES, SEX LAST MONTH"
SRCBELT,SRC BELTCODE
RETCHNGE,R RETURNED MONEY AFTER GETTING TOO MUCH CHANGE
WKSUPS,1DOES SUBORDINANT SUPERVISE ANYONE
PASEI10,INCPERCENTAGE OF $45K+ EARNERS IN PAOCC10 BASED ON ACS 2010
RELSP7,RELATIONSHIP OF PERSON 7 TO SPOUSE OF HOUSEHOL
FAIR,5PEOPLE FAIR OR NOT
HHRACE,RACE OF HOUSEHOLD
NEWSFROM,MAIN SOURCE OF INFORMATION ABOUT EVENTS IN THE NEWS
AWAY1,3IS 13TH PERSON (VISITOR) STAYING ELSEWHERE NOW?
SPWRKSTA,SPOUSE LABOR FORCE STATUS
WHERE10,WHERE IS 1OTH PERSON STAYING?
GIVCHRTY,R HAS GIVEN MONEY TO A CHARITY
WORDG,WORD G
OLD1,3AGE OF 13TH PERSON (VISITOR)
RACDIF2,DIFFERENCES DUE TO INBORN DISABILITY
WHERE3,WHERE IS 3RD PERSON STAYING?
WHENCOL,WHEN RECEIVED COLLEGE DEGREE
ELECVOTE,HOW HONEST LAST NATL ELECTION: COUNTING OF VOTES  
PILLOK,BIRTH CONTROL TO TEENAGERS 14-16
MASEI10EDUC,PERCENTAGE OF SOME COLLEGE EDUC IN MAOCC10 BASED ON ACS 2010
FAIR,PEOPLE FAIR OR TRY TO TAKE ADVANTAGE
REALINC,FAMILY INCOME IN CONSTANT $
HAPCOHAB,HAPPINESS OF RELT WITH PARTNER
CAPPUN,FAVOR OR OPPOSE DEATH PENALTY FOR MURDER
MATESEX,WAS 1 OF RS PARTNERS SPOUSE OR REGULAR
OTHER,5PERSON #5 IS OTHER TYPE OF ACQUAINTANCE
SCINEWS3,WHERE ONLINE GET INFO
DEM10PST,HOW WELL DID DEMOCRACY WORK IN AMERICA TEN YRS AGO  
JOBFIND,COULD R FIND EQUALLY GOOD JOB
FUCITZN,IS R PLANNING/APPLING FOR US CITIZENSHIP OR NOT
YEARSJOB,TIME AT CURRENT JOB
RELHH1,RELATIONSHIP OF PERSON 1 TO HEAD OF HOUSEHOLD
OBEY,LAWSHOULD PEOPLE OBEY LAWS WITHOUT EXCEPTN?
NATSOC,SOCIAL SECURITY
TALKEDTO,TALKED WITH SOMEONE DEPRESSED PAST 12 MONTHS
CARRIED,R CARRIED A STRANGER'S BELONGINGS
AMCHRSTN,HOW IMPORTANT TO BE A CHRISTIAN  
GOD,LVOTHFEEL GODS LOVE FOR ME THROUGH OTHERS
OTHLANG1,WHAT OTHER LANGUAGES DOES R SPEAK
PAIND10,FATHERS INDUSTRY CODE (NAICS 2007)
WKSUP,DOES R OR SPOUSE SUPERVISE ANYONE
SEX,4SEX OF PERSON NUMBER 4
ROWNGUN,DOES GUN BELONG TO R
SPPRES105PLUS,SPOUSE OCCUPATIONAL PRESTIGE SCORE USING THRESHOLD METHOD (2010)
SCIBNFTS,BENEFITS OF SCI RESEARCH OUTWEIGH HARMFUL RESULTS
RELSP14,RELATIONSHIP OF PERSON 14 TO SPOUSE OF HOUSEHO
UNEMP,5UNEMPLOYED IN LAST 5 YRS
WHERE1,WHERE IS 1ST PERSON STAYING?
RACE,THNAPOINTS ASSIGNED TO NATIVE AMERICAN/AMERICAN INDIAN
FRNDSEX,R HAD SEX WITH FRIEND LAST YEAR
GOD,PARTSHOW OFTEN DOES R CONTACT GOD-PARENTS
INCOME06,TOTAL FAMILY INCOME
CLSENOAM,HOW CLOSE DO YOU FEEL TO NORTH AMERICA  
BORN,SPIN WHAT COUNTRY WERE YOU BORN
COLATH,ALLOW ANTI-RELIGIONIST TO TEACH
NEWS,GRPSHOW FAMILIAR R IS WITH TERM NEWSGROUPS
WRKWAYUP,BLACKS OVERCOME PREJUDICE WITHOUT FAVORS 
INTHISP,"IS INTERVIEWER SPANISH, HISPANIC OR LATINO"
WIDOWED,EVER BEEN WIDOWED
HAPMAR,HAPPINESS OF MARRIAGE
COHORT,YEAR OF BIRTH
INTSPACE,INTERESTED IN SPACE EXPLORATION
DEMTODAY,HOW WELL DEMOCRACY WORK IN AMERICA  
EXCLDIMM,AMERICA SHOULD EXCLUDE ILLEGAL IMMIGRANTS
CUTAHEAD,R ALLOWED A STRANGER TO GO AHEAD OF YOU IN LINE
INTENVIR,INTERESTED IN ENVIRONMENTAL ISSUES
OLD7,AGE OF 7TH PERSON
VOTE12,DID R VOTE IN 2012 ELECTION
INCOME,77TOTAL FAMILY INCOME
NATCRIME,HALTING RISING CRIME RATE
TEAMSAFE,MGT AND EMPLOYEES WORK TOGETHER RE SAFETY
TRUST,YCAN PEOPLE BE TRUSTED-VERSION Y
AMBETTER,AGREE AMERICA IS A BETTER COUNTRY  
EXTRAPAY,ELIGIBLE FOR PERFORMANCE BASED PAY
OTHLANG2,WHAT OTHER LANGUAGES DOES R SPEAK
GRPWORK,R BELONGS TO A TRADE UNION OR PROFESSIONAL ASSOCIATION
MELTPOT1,BETTER TO MAINTAIN DISTINCT CULTURES
RELSP2,RELATIONSHIP OF PERSON 2 TO SPOUSE OF HOUSEHOL
TEENS,EX1MORALITY OF TEENS HAVING SEX
UNION,SOKHOW GOOD UNION FOR THE COUNTRY
ABPOOR,WWRONG FOR WOMAN TO GET ABORTION IF LOW INCOME?
WEALTH,TOTAL WEALTH OF RESPONDENT
RACE,CEN1WHAT IS RS RACE 1ST MENTION
HIVTEST,2WHERE DID YOU HAVE YOUR LAST HIV TEST
CONARMY,YMILITARY -- VERSION Z
GOD,LVDIRFEEL GODS LOVE FOR R DIRECTLY
RELATE1,4RELATION OF 14TH PERSON (VISITOR) TO HEAD
TALKSPVS,COMFORTABLE TALKING WITH SUPERVISOR ABOUT PERSONAL
OTHER,3PERSON #3 IS OTHER TYPE OF ACQUAINTANCE
VOLMONTH,VOLUNTEER IN LAST MONTH
WRKTYPE,WORK ARRANGEMENT AT MAIN JOB
NTWKHARD,PAST WEEK NOT WORK HARD ENOUGH
CARESELF,THOSE IN NEED HAVE TO TAKE CARE OF THEMSELVES
USWAR,EXPECT U.S. IN WAR WITHIN 10 YEARS
PAYTAXES,HOW IMPORTANT NEVER TO TRY TO EVADE TAXES  
GVTRGHTS,GOVT SHOULD RESPECT DEMOCRATIC RIGHTS
WTSSNR,WEIGHT VARIABLE
SEXORNT,SEXUAL ORIENTATION
ODDS1,TEST OF KNOWLEDGE ABOUT PROBABLITY1
GRADTOUNDER,RATIO OF GRADUATE STUDENTS TO UNDERGRADUATE STUDENTS IN COLLEGE RESPONDEN
SOCBAR,SPEND EVENING AT BAR
RELIG,4RELIGIOUS PREFERENCE OF PERSON #4
GIVHMLSS,R HAS GIVEN FOOD OR MONEY TO A HOMELESS PERSON
PARTYID,2PARTY ID OF PERSON #2
RIFLE,RIFLE IN HOME
PRAYER,BIBLE PRAYER IN PUBLIC SCHOOLS
CONLEGIS,CONFIDENCE IN CONGRESS
HOMPOP,NUMBER OF PERSONS IN HOUSEHOLD
FEAR,FULFELT FEARFUL ABOUT SOMETHING  
AMBORNIN,HOW IMPORTANT TO HAVE BEEN BORN IN AMERICA       
OBEY,TO OBEY
SATJOB,7JOB SATISFACTION IN GENERAL
AWAY6,IS 6TH PERSON STAYING SOMEWHERE ELSE NOW?
NATROAD,ZIMPROVING HIGHWAYS AND BRIDGES -- VER Z
RACDIF3,DIFFERENCES DUE TO LACK OF EDUCATION
RACE,THMNWHAT RACE/ETH IS OTHER REFERRING TO
SEX,1SEX OF PERSON NUMBER 1
USEDUP,HOW OFTEN DURING PAST MONTH R FELT USED UP
PISTOL,PISTOL OR REVOLVER IN HOME
BIGBANG,1UNIVERSE BEGAN WITH A BIG EXPLOSION: TRUE OR FALSE
EVIDU,R EVER INJECT DRUGS
COLSCINM,NUMBER OF COLLEGE-LEVEL SCI COURSES R HAVE TAKEN
RELHHD7,RELATION OF 7TH PERSON TO HOUSEHOLD HEAD
TAX,BYLAWDO AUTHORITIES TAX LEGALLY
HAVEINFO,ENOUGH INFO TO GET THE JOB DONE
XMARSEX,SEX WITH PERSON OTHER THAN SPOUSE
RELSP1,0RELATIONSHIP OF PERSON 10 TO SPOUSE OF HOUSEHO
INCOME,TOTAL FAMILY INCOME
AGE,1AGE OF PERSON #1
SEX,EMPIMPORTANCE OF GENDER TO PAY
SUPCARES,SUPERVISOR CONCERNED ABOUT WELFARE
RELIG,RS RELIGIOUS PREFERENCE
SCINEWS1,NEWSPAPER PRINTED OR ONLINE
OBEY,SOBEYS PARENTS WELL
DEFPENSN,R HAS DEFINED BENEFIT PENSION PLAN
OWNSTOCK,R HAS STOCK IN RS COMPANY
MAWRKSLF,MOTHER SELF-EMP. OR WORKED FOR SOMEBODY
RATETONE,R'S FACIAL COLORING BY INTERVIEWER
SPGRADTOUNDER,RATIO OF GRADUATE STUDENTS TO UNDERGRADUATE STUDENTS IN COLLEGE SPOUSE ATTECOBARATERATE OF BA DEGREE EARNING AT COLLEGE PARTNER ATTENDED
PROUDDEM,HOW PROUD THE WAY DEMOCRACY WORKS                
SEX,3SEX OF PERSON NUMBER 3
NEWS,FRMYWHERE NEWS EVENTS INFO
CONLABOR,CONFIDENCE IN ORGANIZED LABOR
OLD1,0AGE OF 1OTH PERSON
CITIZEN,ARE YOU A CITIZEN OF AMERICA?                  
SPKLANG,WHOW WELL R SPEAKS THE LANGUAGE IN BETRLANG
POSTLIFE,BELIEF IN LIFE AFTER DEATH
STRESS,FLSITUATION CAUSED BY STRESSFUL CIRCUMSTANCES
TRUST,CAN PEOPLE BE TRUSTED 2006 WORDING
OLD1,2AGE OF 12TH PERSON (VISITOR)
RELIG,SPR'S SPOUSE'S RELIGION
WORDSUM,NUMBER WORDS CORRECT IN VOCABULARY TEST
NATCITY,YASSISTANCE TO BIG CITIES -- VERSION Y
SEXFREQ,FREQUENCY OF SEX DURING LAST YEAR
RELHHD1,1RELATION OF 11TH PERSON (VISITOR) TO HEAD
OLD2,AGE OF 2ND PERSON
PROMTEOK,RS CHANCES FOR PROMOTION GOOD
WORDC,WORD C
GENDER12,GENDER OF 12TH PERSON (VISITOR)
POLFUNDS,DONATED MONEY OR RAISED FUNDS FOR SOC OR POL ACTIVITY
WHERE1,4WHERE IS 14TH PERSON (VISITOR) STAYING?
ISSP,FILTER FOR ISSP CASES
RINCOME,RESPONDENTS INCOME
STOCKOPS,R HOLD ANY STOCK OPTIONS OF RS COMPANY
TRDESTCK,COMPANY STOCK PUBLICLY TRADED
EDUC,5EDUCATION LEVEL OF PERSON #5
TAX,MIDTAXES ON MIDDLE INCOME PEOPLE TOO HIGH
TRUST,DOCWOULD TRUST MY DOCTOR                   
RELSP1,4RELATIONSHIP OF PERSON 14 TO SPOUSE OF HOUSEHO
WHERE8,WHERE IS 8TH PERSON STAYING?
WHERE12,WHERE IS 12TH PERSON (VISITOR) STAYING?
WORKHARD,TO WORK HARD
POLATTAK,CITIZEN ATTACKING POLICEMAN WITH FISTS
XNORCSIZ,EXPANDED NORC. SIZE CODE
MAR11,MARITAL STATUS OF 11TH PERSON (VISITOR)
OTHER,OTHER PROTESTANT DENOMINATIONS
REFRNDMS,REFERENDUM ARE GOOD WAY TO DECIDE IMPORTANT POL QUEST
NATENRGY,DEVELOPING ALTERNATIVE ENERGY SOURCES
COLRAC,ALLOW RACIST TO TEACH
TRUST,MANR TRUST MANAGEMENT AT WORK
MAPRES10,MOTHER'S OCCUPATIONAL PRESTIGE SCORE (2010)
HELPOTH,TO HELP OTHERS
RELHH12,RELATIONSHIP OF PERSON 12 TO HEAD OF HOUSEHOLD
SPDIPGED,"SPOUSE DIPLOMA, GED, OR OTHER"
RELATE1,1RELATION OF 11TH PERSON (VISITOR) TO HEAD
SPKMSLM,ALLOW MUSLIM CLERGYMEN PREACHING HATRED OF THE US
SPIND10,SPOUSES INDUSTRY CODE (NAICS 2007)
SPKMIL,ALLOW MILITARIST TO SPEAK
CONFED,CONFID. IN EXEC BRANCH OF FED GOVT
ETHNUM,TYPE OF RESPONSE ABOUT ETHNICITY -- R
GOD,CLOSEHOW CLOSE TO GOD
RACE,1RACE OF PERSON NUMBER 1
RELATE8,RELATIONSHIP OF 8TH PERSON TO HOUSEHOLD HEAD
MAR3,MARITAL STATUS OF 3RD PERSON
VPSU,VARIANCE PRIMARY SAMPLING UNIT
NATSOC,ZPROTECTING SOCIAL SECURITY -- VERSION Z
AMCULT,IT IS IMPOSSIBLE TO BECOME FULLY AMERICAN                
TOOFEWWK,HOW OFTEN NOT ENOUGH STAFF
AMOWNWAY,AMERICA SHOULD FOLLOW ITS OWN INTERESTS  
CONINC,FAMILY INCOME IN CONSTANT DOLLARS
AMCIT,HOW IMPORTANT TO HAVE AMERICAN CITIZENSHIP       
DISCAFF,WHITES HURT BY AFF. ACTION
FEELEVEL,AMOUNT OF FEES PAID
HAPPY,GENERAL HAPPINESS
INTID,INTERVIEWER ID
RELIG,30R USE RELIGION SITE IN PAST 30 DAYS
VIRUSES,SCI KNOWLEDGE: ANTIBIOTICS KILL VIRUSES AS WELL AS BACTERIA
OTHER,4PERSON #4 IS OTHER TYPE OF ACQUAINTANCE
WKSMOOTH,WORKPLACE RUNS IN SMOOTH MANNER
TAX,POORTAXES ON LOW INCOME PEOPLE TOO HIGH
WTSS,ALLWEIGHT VARIABLE
GOD,WATCHBELIEVE IN GOD WHO WATCH OVER ME              
FAMILY16,LIVING WITH PARENTS WHEN 16 YRS OLD
WORKWHTS,HARD WORKING - LAZY
OTH16,OTHER PROTESTANT DENOMINATIONS
INTECON,INTERESTED IN ECONOMIC ISSUES
RELHHD2,RELATION OF 2ND PERSON TO HOUSEHOLD HEAD
GOD,OCLAST WEEK WENT TO SEE A DOCTOR? 
MAR9,MARITAL STATUS OF 9TH PERSON
PROUDMIL,HOW PROUD AMERICA'S ARMED FORCES                 
RESPNUM,NUMBER IN FAMILY OF R
WHERE13,WHERE IS 13TH PERSON (VISITOR) STAYING?
WKHARSEX,R SEXUALLY HARASSED ON THE JOB LAST 12 MONTHS
WKSEXISM,R FEELS DISCRIMINATED BECAUSE OF GENDER
AGE,EMPIMPORTANCE OF AGE TO PAY
SPANKING,FAVOR SPANKING TO DISCIPLINE CHILD
WRKHOME,HOW OFTEN R WORKS AT HOME
VOEDNCOL,NON-COLLEGE POSTSECONDARY EDUCATION (VOEDNME2)
RELIG,1RELIGIOUS PREFERENCE OF PERSON #1
AFFRMACT,FAVOR PREFERENCE IN HIRING BLACKS
DWELOWN,DOES R OWN OR RENT HOME?
EVSTRAY,HAVE SEX OTHER THAN SPOUSE WHILE MARRIED
HSMATH,THE HIGHEST LEVEL OF MATH R COMPLETED IN HIGH SCHOOL
RELSP5,RELATIONSHIP OF PERSON 5 TO SPOUSE OF HOUSEHOL
PARBORN,WERE RS PARENTS BORN IN THIS COUNTRY
NATHEAL,IMPROVING & PROTECTING NATIONS HEALTH
ABHLTH,WOMAN'S HEALTH SERIOUSLY ENDANGERED
RELHHD5,RELATION OF 5TH PERSON TO HOUSEHOLD HEAD
CONBUS,CONFIDENCE IN MAJOR COMPANIES
AWAY1,0IS 10TH PERSON STAYING SOMEWHERE ELSE NOW?
VALGIVEN,TOTAL DONATIONS PAST YEAR R AND IMMEDIATE FAMILY
CLSESTAT,HOW CLOSE DO YOU FEEL TO YOUR STATE  
CONCLERG,CONFIDENCE IN ORGANIZED RELIGION
OTHSHELP,PEOPLE SHOULD HELP LESS FORTUNATE OTHERS
RELHH4,RELATIONSHIP OF PERSON 4 TO HEAD OF HOUSEHOLD
SPREL,16RELIGION IN WHICH SPOUSE RAISED
WHOELSE2,PRESENCE OF OTHERS: OLDER CHILDREN
WHYWKHME,USUAL REASON R WORK AT HOME
FEPOL,WOMEN NOT SUITED FOR POLITICS
HSPHYS,R EVER TOOK A HIGH SCHOOL PHYSICS COURSE
INDPERF,SIZE OF PERF BASED PAY DEPEND ON INDIVIDUAL
NUMORG,NUMBER OF PEOPLE WORKING IN ORGANIZATION AT ALL LOCATIONS 
OCC10,RS CENSUS OCCUPATION CODE (2010)
VOEDNME2,POSTSECONDARY INSTITUTION ATTENDED FOR CREDIT
FECHLD,MOTHER WORKING DOESN'T HURT CHILDREN
RELSP8,RELATIONSHIP OF PERSON 8 TO SPOUSE OF HOUSEHOL
EXPDESGN,BETTER WAY TO TEST DRUG BTW CONTROL AND NON-CONTROL
HELPBLK,SHOULD GOVT AID BLACKS?
HSBIO,R EVER TOOK A HIGH SCHOOL BIOLOGY COURSE
HUNT,1DOES R OR SPOUSE OR PARTNER HUNT
HELPAWAY,R LOOKED AFTER PLANT OR PET OF OTHERS WHILE AWAY
RELHH3,RELATIONSHIP OF PERSON 3 TO HEAD OF HOUSEHOLD
RELSP4,RELATIONSHIP OF PERSON 4 TO SPOUSE OF HOUSEHOL
SPDEG,SPOUSES HIGHEST DEGREE
HRS2,NUMBER OF HOURS USUALLY WORK A WEEK
PORNLAW,FEELINGS ABOUT PORNOGRAPHY LAWS
RELHH9,RELATIONSHIP OF PERSON 9 TO HEAD OF HOUSEHOLD
ISCO88,"RESPONDENT'S OCCUPATION, 1980 CENSUS & 1988 ISCO CODE"
HANDMOVE,R PERFORM FORCEFUL HAND MOVEMENTS
NATFARE,YASSISTANCE TO THE POOR -- VERSION Y
RICHWORK,"IF RICH, CONTINUE OR STOP WORKING"
AMPROUD1,HOW PROUD BEING AMERICAN 
POLOPTS,HOW IMPORTANT: PPL GIVEN CHANCE TO PARTICIPATE IN DECSNS
HRS1,NUMBER OF HOURS WORKED LAST WEEK
INTAGE,AGE OF INTERVIEWER
RELHH7,RELATIONSHIP OF PERSON 7 TO HEAD OF HOUSEHOLD
TVHOURS,HOURS PER DAY WATCHING TV
HEALTH,1RS HEALTH IN GENERAL
OTHREASN,HOW IMPORTANT TO TRY TO UNDRSTND REASONING OF OTHR O
SAFETYWK,WORKER SAFETY PRIORITY AT WORK
FORM,WTWEIGHT DEAL WITH EXPERIMENTAL RANDOMIZATION
CONPRESS,CONFIDENCE IN PRESS
REG16,"REGION OF RESIDENCE, AGE 16"
RELMEET,ALLOWED TO HOLD PUB MEETING FOR RELIGIOUS EXTREMIST  
INTLINCS,LARGE INTL COMPANY DAMAGE TO LOCAL BUSINESS 
MAWRKGRW,MOTHERS EMPLOYMENT WHEN R WAS 16
RELACTIV,1HOW OFTEN DOES R TAKE PART IN RELIG ACTIVITIES
OLD1,AGE OF 1ST PERSON
RELIG,16RELIGION IN WHICH RAISED
NEXTGEN,SCIENCE & TECH. GIVE MORE OPPORTUNITIES TO NEXT GENERATION
HUNT,BEARTRUE-FALSE: HUNTING MAKE POLAR BEAR EXTINCT THAN CLIMATE CHANGE
NUMMEN,NUMBER OF MALE SEX PARTNERS SINCE 18
HIVTEST1,IN WHAT MONTH AND YEAR WAS YOUR LAST HIV TEST
INTEDUC,INTERESTED IN LOCAL SCHOOL ISSUES
OTHERSEX,R HAD SEX WITH SOME OTHER LAST YEAR
FAIREARN,HOW FAIR IS WHAT R EARN ON THE JOB
INTFARM,INTERESTED IN FARM ISSUES
SEX,PROMOSEX MAKES YOUR PROMOTION DIFFERENT
INTLWHTS,UNINTELLIGENT -INTELLIGENT
WRKGOVT,GOVT OR PRIVATE EMPLOYEE
RELATE6,RELATIONSHIP OF 6TH PERSON TO HOUSEHOLD HEAD
SEEKSCI,PROBABLE SOURCE OF INFORMATION ABOUT SCIENTIFIC ISSUES
PASEI10,EDUCPERCENTAGE OF SOME COLLEGE EDUC IN PAOCC10 BASED ON ACS 2010
GENDER1,3GENDER OF 13TH PERSON (VISITOR)
MASEI10INC,PERCENTAGE OF $45K+ EARNERS IN MAOCC10 BASED ON ACS 2010
AGE,KDBRNR'S AGE WHEN 1ST CHILD BORN
CONRINC,RESPONDENT INCOME IN CONSTANT DOLLARS
LOANITEM,R HAS LET SOMEONE BORROW A ITEM OF SOME VALUE
NATPARK,ZIMPROVING PARKS AND RECREATION -- VER Z
SEXSEX,5SEX OF SEX PARTNERS LAST FIVE YEARS
NEWS,12PAST 12 MONTHS R WEB TO LEARN NEWS
HOMOSEX,1IS HOMOSEXUAL SEX WRONG?
WKHAROTH,R THREATENED ON THE JOB LAST 12 MONTHS
WHERE2,WHERE IS 2ND PERSON STAYING?
SPSEI10,INCPERCENTAGE OF $45K+ EARNERS IN SPOCC10 BASED ON ACS 2010
INCOME,86TOTAL FAMILY INCOME
RELATE13,RELATION OF 13TH PERSON (VISITOR) TO HEAD
CNTCTGOV,CONTACTED POLITICIAN OR CIVIL SERVANT TO EXPRESS VIEW
CLASS,ICSHS AND COLL STUDTS READ TOO MANY CLASSICS  
OLD3,AGE OF 3RD PERSON
NATCITYY,ASSISTANCE TO BIG CITIES -- VERSION Y
HEALTH,CONDITION OF HEALTH
MAPRES10,5PLUSMOTHER'S OCCUPATIONAL PRESTIGE SCORE USING THRESHOLD METHOD (2010)
