Var_Name,Var_Text
CONDRIFT,SCI KNOWLEDGE: THE CONTINENTS HAVE BEEN MOVING
MAWRKWRM,WORKING MOM CAN HAVE A WARM REL W KIDS
RACDIF4,DIFFERENCES DUE TO LACK OF WILL
BIGBANG,2UNIVERSE EXPANDING SINCE IT BEGAN: TRUE OR FALSE
SPSEI10,EDUCPERCENTAGE OF SOME COLLEGE EDUC IN SPOCC10 BASED ON ACS 2010
MAJORCOL,THE FIELD OF DEGREE R EARNED
AGE,DPARSHOULD AGED LIVE WITH THEIR CHILDRENAGEDCHLDSHOULD GROWN CHILDREN LIVE WITH PARENTSWEEKSWRKWEEKS R. WORKED LAST YEAR
RELSP1,2RELATIONSHIP OF PERSON 12 TO SPOUSE OF HOUSEHO
WHERE1,2WHERE IS 12TH PERSON (VISITOR) STAYING?
PAINDTAG,PAIND10 CODING TAG
VOEDNME1,POSTSECONDARY INSTITUTION ATTENDED FOR CREDIT
NATRACE,YASSISTANCE TO BLACKS -- VERSION Y
CLASS,YSUBJECTIVE SOCIAL CLASS-VERSION Y
NATSPAC,SPACE EXPLORATION PROGRAM
COURTS,YCOURTS DEALING WITH CRIMINALS-VERSION Y
RES2008,WAS R LIVING IN USA DURING APRIL-JUNE 2008
PAIDSEX,R HAD SEX FOR PAY LAST YEAR
HUNT,DOES R OR SPOUSE HUNT
NATMASS,ZIMPROVING MASS TRANSIT -- VERSION Z
WKAGEISM,R FEELS DISCRIMINATED BECAUSE OF AGE
CONSENT,PARTICIPATION/RECORDING CONSENT
CONSCI,YSCIENTIFIC COMMUNITY -- VERSION Z
SPKLANG,1WHAT LANGUAGE(S) DO YOU SPEAK WELL?             
RELHH1,2RELATIONSHIP OF PERSON 12 TO HEAD OF HOUSEHOLD
SATJOB,1JOB SATISFACTION IN GENERAL
DISCAFF,WA WOMAN WON'T GET A JOB OR PROMOTION             
LIBRAC,ALLOW RACISTS BOOK IN LIBRARY
CRACK30,R LAST USE CRACK COCAINE
AWAY12,IS 12TH PERSON (VISITOR) STAYING ELSEWHERE NOW?
INCOME,72TOTAL FAMILY INCOME
PAIDLV,PYWHO PAYS FOR LEAVE
SEXFREQ,1HAD SEX IN LAST MONTH
SCIFROM,MAIN SOURCE OF INFORMATION ABOUT SCIENCE AND TECHNOLOGY
SCIENTAL,SCIENTISTS USUALLY WORK ALONE
INCOME,91TOTAL FAMILY INCOME
NATAID,ZHELPING OTHER COUNTRIES -- VERSION Z
PAOCCSTATUS,PAOCC10 CODING STATUS
UNION,1DOES R OR SPOUSE OR PARTNER BELONG TO UNION
SATJOB,JOB OR HOUSEWORK
SHOTGUN,SHOTGUN IN HOME
WHENHS,WHEN RECEIVED HS DEGREE
VOLACTY2,DONE OTHER TYPES OF VOLUNTEERING FOR CHILD'S SCHOOL OR YOUTH ORG
WRKSTAT,LABOR FORCE STATUS
RELHHD1,3RELATION OF 13TH PERSON (VISITOR) TO HEAD
SEX,FREQ1HAD SEX IN LAST MONTH
WKVSFAM,HOW OFTEN JOB INTERFERES FAM LIFE
RACE,CEN2WHAT IS RS RACE 2ND MENTION
AGE,3AGE OF PERSON #3
AGE,4AGE OF PERSON #4
SUICIDE4,SUICIDE IF TIRED OF LIVING
KIDSOCST,HAVING CHILDREN INCREASES SOCIAL STANDING IN SOCIETY
VISART,HOW OFTEN R VISITED ART MUSEUM LAST YEAR
MAR4,MARITAL STATUS OF 4TH PERSON
ACQNTSEX,R HAD SEX WITH ACQUAINTANCE LAST YEAR
PAOCC10,FATHERS CENSUS OCCUPATION CODE (2010)
WHERE1,1WHERE IS 11TH PERSON (VISITOR) STAYING?
ARCHITCT,HOW SCIENTIFIC IS ARCHITECTURE
MEOVRWRK,MEN HURT FAMILY WHEN FOCUS ON WORK TOO MUCH
NATEDUCY,EDUCATION -- VERSION Y
POLEFF11,DON'T HAVE ANY SAY ABOUT WHAT THE GOVERNMENT DOES       
MAR1,MARITAL STATUS OF 1ST PERSON
SOCREL,SPEND EVENING WITH RELATIVES
SPEFTOTLT,TOTAL NUMBER OF STUDENTS ENROLLED IN COLLEGE SPOUSE ATTENDED
GENDER1,0GENDER OF 10TH PERSON
FINRELA,OPINION OF FAMILY INCOME
NATDRUG,YDRUG REHABILITATION -- VERSION Y
RACLIVE,ANY OPP. RACE IN NEIGHBORHOOD
RACE,THHIPOINTS ASSIGNED TO HISPANIC/LATINO
GENDER10,GENDER OF 10TH PERSON
RACWORK,RACIAL MAKEUP OF WORKPLACE
SEX,"FREQ2NUMBER OF TIMES, SEX LAST MONTH"
SRCBELT,SRC BELTCODE
RETCHNGE,R RETURNED MONEY AFTER GETTING TOO MUCH CHANGE
WKSUPS,1DOES SUBORDINANT SUPERVISE ANYONE
PASEI10,INCPERCENTAGE OF $45K+ EARNERS IN PAOCC10 BASED ON ACS 2010
CAREPROV,WHO SHOULD PROVIDE CHILDCARE FOR UNDER SCHOOL AGE CHILD
MAINDTAG,MAIND10 CODING TAG
FAIR,5PEOPLE FAIR OR NOT
ENGLONE,ENGINEERS USUALLY WORK ALONE
AWAY1,3IS 13TH PERSON (VISITOR) STAYING ELSEWHERE NOW?
HHRACE,RACE OF HOUSEHOLD
NEWSFROM,MAIN SOURCE OF INFORMATION ABOUT EVENTS IN THE NEWS
GIVCHRTY,R HAS GIVEN MONEY TO A CHARITY
RELSP7,RELATIONSHIP OF PERSON 7 TO SPOUSE OF HOUSEHOL
OLD1,3AGE OF 13TH PERSON (VISITOR)
SPWRKSTA,SPOUSE LABOR FORCE STATUS
WORDG,WORD G
RACDIF2,DIFFERENCES DUE TO INBORN DISABILITY
WHERE3,WHERE IS 3RD PERSON STAYING?
WHENCOL,WHEN RECEIVED COLLEGE DEGREE
PILLOK,BIRTH CONTROL TO TEENAGERS 14-16
MASEI10EDUC,PERCENTAGE OF SOME COLLEGE EDUC IN MAOCC10 BASED ON ACS 2010
FAIR,PEOPLE FAIR OR TRY TO TAKE ADVANTAGE
REALINC,FAMILY INCOME IN CONSTANT $
SPHHWORK,HOW MANY HOURS A WEEK DOES SPOUSE ON HH WRK
HAPCOHAB,HAPPINESS OF RELT WITH PARTNER
CAPPUN,FAVOR OR OPPOSE DEATH PENALTY FOR MURDER
MARLEGIT,THOSE WANTING KIDS SHOULD GET MARRIED
MATESEX,WAS 1 OF RS PARTNERS SPOUSE OR REGULAR
OTHER,5PERSON #5 IS OTHER TYPE OF ACQUAINTANCE
FAMWKLST,WORST WAY TO ORG FAMILY WORK LIFE WITH UNDER SCHOOL AGE CHILD
SCINEWS3,WHERE ONLINE GET INFO
SCIENTFU,SCIENTISTS DON™T HAVE FUN
JOBFIND,COULD R FIND EQUALLY GOOD JOB
MAJWOTH,R'S MOM WAS JEWISH WHEN R WAS GROWING UP
FUCITZN,IS R PLANNING/APPLING FOR US CITIZENSHIP OR NOT
VISNHIST,HOW OFTEN R VISITED NATURAL HISTORY MUSEUM LAST YEAR
RELHH1,RELATIONSHIP OF PERSON 1 TO HEAD OF HOUSEHOLD
ENGNRSCI,HOW SCIENTIFIC: ENGINEERING
NATSOC,SOCIAL SECURITY
OBEY,LAWSHOULD PEOPLE OBEY LAWS WITHOUT EXCEPTN?
TALKEDTO,TALKED WITH SOMEONE DEPRESSED PAST 12 MONTHS
KD3RELIG,RELIGION OF R'S CHILD 3
CARRIED,R CARRIED A STRANGER'S BELONGINGS
GOD,LVOTHFEEL GODS LOVE FOR ME THROUGH OTHERS
OTHLANG1,WHAT OTHER LANGUAGES DOES R SPEAK
PAIND10,FATHERS INDUSTRY CODE (NAICS 2007)
WKSUP,DOES R OR SPOUSE SUPERVISE ANYONE
SEX,4SEX OF PERSON NUMBER 4
ROWNGUN,DOES GUN BELONG TO R
SPPRES105PLUS,SPOUSE OCCUPATIONAL PRESTIGE SCORE USING THRESHOLD METHOD (2010)
SCIBNFTS,BENEFITS OF SCI RESEARCH OUTWEIGH HARMFUL RESULTS
RELSP14,RELATIONSHIP OF PERSON 14 TO SPOUSE OF HOUSEHO
UNEMP,5UNEMPLOYED IN LAST 5 YRS
WHERE1,WHERE IS 1ST PERSON STAYING?
OTHCREDT,OTHER PEOPLE TAKE CREDIT FOR RS WORK OR IDEAS
FRNDSEX,R HAD SEX WITH FRIEND LAST YEAR
GOD,PARTSHOW OFTEN DOES R CONTACT GOD-PARENTS
INCOME06,TOTAL FAMILY INCOME
COLATH,ALLOW ANTI-RELIGIONIST TO TEACH
BORN,SPIN WHAT COUNTRY WERE YOU BORN
RACE,THNAPOINTS ASSIGNED TO NATIVE AMERICAN/AMERICAN INDIAN
NEWS,GRPSHOW FAMILIAR R IS WITH TERM NEWSGROUPS
POLEFY17,HOW MANY GOVT ADMINS CAN BE TRUSTED TO DO WHAT'S BEST
INTHISP,"IS INTERVIEWER SPANISH, HISPANIC OR LATINO"
WIDOWED,EVER BEEN WIDOWED
HAPMAR,HAPPINESS OF MARRIAGE
COHORT,YEAR OF BIRTH
INTSPACE,INTERESTED IN SPACE EXPLORATION
WRKWAYUP,BLACKS OVERCOME PREJUDICE WITHOUT FAVORS 
OLD7,AGE OF 7TH PERSON
INTENVIR,INTERESTED IN ENVIRONMENTAL ISSUES
CUTAHEAD,R ALLOWED A STRANGER TO GO AHEAD OF YOU IN LINE
INCOME,77TOTAL FAMILY INCOME
NATCRIME,HALTING RISING CRIME RATE
TRUST,YCAN PEOPLE BE TRUSTED-VERSION Y
TOLDWORK,HOW MANY OF R'S COWORKERS KNOW R IS GAY/LES/BI
UNION,SOKHOW GOOD UNION FOR THE COUNTRY
OTHLANG2,WHAT OTHER LANGUAGES DOES R SPEAK
RELSP2,RELATIONSHIP OF PERSON 2 TO SPOUSE OF HOUSEHOL
TEENS,EX1MORALITY OF TEENS HAVING SEX
ABPOOR,WWRONG FOR WOMAN TO GET ABORTION IF LOW INCOME?
RACE,CEN1WHAT IS RS RACE 1ST MENTION
HIVTEST,2WHERE DID YOU HAVE YOUR LAST HIV TEST
CONARMY,YMILITARY -- VERSION Z
GOD,LVDIRFEEL GODS LOVE FOR R DIRECTLY
RELATE1,4RELATION OF 14TH PERSON (VISITOR) TO HEAD
VOLMONTH,VOLUNTEER IN LAST MONTH
OTHER,3PERSON #3 IS OTHER TYPE OF ACQUAINTANCE
CARESELF,THOSE IN NEED HAVE TO TAKE CARE OF THEMSELVES
ENGBRNG,BEING ENGINEER BORING
USWAR,EXPECT U.S. IN WAR WITHIN 10 YEARS
EARNSHH,HUBBY OR WIFE EARNS MORE DOLLARS
FIREFTNG,HOW SCIENTIFIC IS FIREFIGHTING
LIEDCWKR,LIED TO AT WORK
ODDS1,TEST OF KNOWLEDGE ABOUT PROBABLITY1
POLEFF13,HAVE A PRETTY GOOD UNDERSTANDING OF ISSUES              
SEXORNT,SEXUAL ORIENTATION
GRADTOUNDER,RATIO OF GRADUATE STUDENTS TO UNDERGRADUATE STUDENTS IN COLLEGE RESPONDEN
SOCBAR,SPEND EVENING AT BAR
SPINDTAG,SPIND10 CODING TAG
RELIG,4RELIGIOUS PREFERENCE OF PERSON #4
GIVHMLSS,R HAS GIVEN FOOD OR MONEY TO A HOMELESS PERSON
PARTYID,2PARTY ID OF PERSON #2
RIFLE,RIFLE IN HOME
PRAYER,BIBLE PRAYER IN PUBLIC SCHOOLS
CONLEGIS,CONFIDENCE IN CONGRESS
HOMPOP,NUMBER OF PERSONS IN HOUSEHOLD
CSHUTYP08,"DURING APRIL-JUNE 2008, WAS R RESIDENT IN HOUSEHOLD OR INSTITUTION"
OCCTAG,OCC10 CODING TAG
ENGODD,ENGINEERS ODD AND PECULIAR
EVOLVED1,HUMANS DEVELOPED FROM EARLIER SPECIES: TRUE OR FALSE
ENGDGR,ENGINEERING WORK DANGEROUS
FEAR,FULFELT FEARFUL ABOUT SOMETHING  
OBEY,TO OBEY
SATJOB,7JOB SATISFACTION IN GENERAL
AWAY6,IS 6TH PERSON STAYING SOMEWHERE ELSE NOW?
NATROAD,ZIMPROVING HIGHWAYS AND BRIDGES -- VER Z
RACDIF3,DIFFERENCES DUE TO LACK OF EDUCATION
RACE,THMNWHAT RACE/ETH IS OTHER REFERRING TO
SPINDSTATUS,SPIND10 CODING STATUS
SEX,1SEX OF PERSON NUMBER 1
WKKIDSCS,DID PARTNER WORK OUTSIDE HOME WITH CHILD UNDER SCHOOL AGE
PISTOL,PISTOL OR REVOLVER IN HOME
BIGBANG,1UNIVERSE BEGAN WITH A BIG EXPLOSION: TRUE OR FALSE
EVIDU,R EVER INJECT DRUGS
COLSCINM,NUMBER OF COLLEGE-LEVEL SCI COURSES R HAVE TAKEN
RELHHD7,RELATION OF 7TH PERSON TO HOUSEHOLD HEAD
TAX,BYLAWDO AUTHORITIES TAX LEGALLY
XMARSEX,SEX WITH PERSON OTHER THAN SPOUSE
RIFLE,S50SHOULD HIGH POWER RIFLE SALE BE LIMITED TO MILITARY
RELSP1,0RELATIONSHIP OF PERSON 10 TO SPOUSE OF HOUSEHO
INCOME,TOTAL FAMILY INCOME
AGE,1AGE OF PERSON #1
SEX,EMPIMPORTANCE OF GENDER TO PAY
SUPCARES,SUPERVISOR CONCERNED ABOUT WELFARE
POLEFY13,UNDERSTAND ISSUES FACING COUNTRY
RELIG,RS RELIGIOUS PREFERENCE
SCINEWS1,NEWSPAPER PRINTED OR ONLINE
OBEY,SOBEYS PARENTS WELL
SPGRADTOUNDER,RATIO OF GRADUATE STUDENTS TO UNDERGRADUATE STUDENTS IN COLLEGE SPOUSE ATTECOBARATERATE OF BA DEGREE EARNING AT COLLEGE PARTNER ATTENDED
MAWRKSLF,MOTHER SELF-EMP. OR WORKED FOR SOMEBODY
RATETONE,R'S FACIAL COLORING BY INTERVIEWER
SPKLANG,WHOW WELL R SPEAKS THE LANGUAGE IN BETRLANG
SEX,3SEX OF PERSON NUMBER 3
NEWS,FRMYWHERE NEWS EVENTS INFO
CONLABOR,CONFIDENCE IN ORGANIZED LABOR
OLD1,0AGE OF 1OTH PERSON
POSTLIFE,BELIEF IN LIFE AFTER DEATH
TRUST,CAN PEOPLE BE TRUSTED 2006 WORDING
OLD1,2AGE OF 12TH PERSON (VISITOR)
RELIG,SPR'S SPOUSE'S RELIGION
WORDSUM,NUMBER WORDS CORRECT IN VOCABULARY TEST
NATCITY,YASSISTANCE TO BIG CITIES -- VERSION Y
SEXFREQ,FREQUENCY OF SEX DURING LAST YEAR
ACCNTSCI,HOW SCIENTIFIC: ACCOUNTING
RELHHD1,1RELATION OF 11TH PERSON (VISITOR) TO HEAD
OLD2,AGE OF 2ND PERSON
WORDC,WORD C
GENDER12,GENDER OF 12TH PERSON (VISITOR)
ENGREL,ENGINEERS NOT RELIGIOUS
WHERE1,4WHERE IS 14TH PERSON (VISITOR) STAYING?
ISSP,FILTER FOR ISSP CASES
MAOCCTAG,MAOCC10 CODING TAG
RINCOME,RESPONDENTS INCOME
TRUST,DOCWOULD TRUST MY DOCTOR                   
EDUC,5EDUCATION LEVEL OF PERSON #5
TAX,MIDTAXES ON MIDDLE INCOME PEOPLE TOO HIGH
WHERE12,WHERE IS 12TH PERSON (VISITOR) STAYING?
RELSP1,4RELATIONSHIP OF PERSON 14 TO SPOUSE OF HOUSEHO
WHERE8,WHERE IS 8TH PERSON STAYING?
WORKHARD,TO WORK HARD
POLATTAK,CITIZEN ATTACKING POLICEMAN WITH FISTS
WKYNGSCL,DID R WORK OUTSIDE HOME AFTER CHILD STARTED SCHOOL
MAR11,MARITAL STATUS OF 11TH PERSON (VISITOR)
OTHER,OTHER PROTESTANT DENOMINATIONS
XNORCSIZ,EXPANDED NORC. SIZE CODE
NATENRGY,DEVELOPING ALTERNATIVE ENERGY SOURCES
COLRAC,ALLOW RACIST TO TEACH
TRUST,MANR TRUST MANAGEMENT AT WORK
MAPRES10,MOTHER'S OCCUPATIONAL PRESTIGE SCORE (2010)
PAIDLVDV,MOTHER OR FATHER PAID LEAVE
HELPOTH,TO HELP OTHERS
RELHH12,RELATIONSHIP OF PERSON 12 TO HEAD OF HOUSEHOLD
SPDIPGED,"SPOUSE DIPLOMA, GED, OR OTHER"
RELATE1,1RELATION OF 11TH PERSON (VISITOR) TO HEAD
HOMEKID,MOST WOMEN REALLY WANT A HOME AND KIDS
SPKMSLM,ALLOW MUSLIM CLERGYMEN PREACHING HATRED OF THE US
SPKMIL,ALLOW MILITARIST TO SPEAK
CONFED,CONFID. IN EXEC BRANCH OF FED GOVT
ETHNUM,TYPE OF RESPONSE ABOUT ETHNICITY -- R
GOD,CLOSEHOW CLOSE TO GOD
RACE,1RACE OF PERSON NUMBER 1
RELATE8,RELATIONSHIP OF 8TH PERSON TO HOUSEHOLD HEAD
MAOCCSTATUS,MAOCC10 CODING STATUS
MAR3,MARITAL STATUS OF 3RD PERSON
KD2JWOTH,R'S CHILD 2 CONSIDERED JEWISH
VPSU,VARIANCE PRIMARY SAMPLING UNIT
LAWENFRC,HOW SCIENTIFIC IS LAW ENFORCEMENT
NATSOC,ZPROTECTING SOCIAL SECURITY -- VERSION Z
SPOCCSTATUS,SPOCC10 CODING STATUS
CONINC,FAMILY INCOME IN CONSTANT DOLLARS
DISCAFF,WHITES HURT BY AFF. ACTION
FEELEVEL,AMOUNT OF FEES PAID
HAPPY,GENERAL HAPPINESS
INTID,INTERVIEWER ID
RELIG,30R USE RELIGION SITE IN PAST 30 DAYS
VIRUSES,SCI KNOWLEDGE: ANTIBIOTICS KILL VIRUSES AS WELL AS BACTERIA
OTHER,4PERSON #4 IS OTHER TYPE OF ACQUAINTANCE
TAX,POORTAXES ON LOW INCOME PEOPLE TOO HIGH
VISSCI,HOW OFTEN R VISITED SCIENCE MUSEUM
GOD,WATCHBELIEVE IN GOD WHO WATCH OVER ME              
FAMILY16,LIVING WITH PARENTS WHEN 16 YRS OLD
WORKWHTS,HARD WORKING - LAZY
OTH16,OTHER PROTESTANT DENOMINATIONS
INTECON,INTERESTED IN ECONOMIC ISSUES
RELHHD2,RELATION OF 2ND PERSON TO HOUSEHOLD HEAD
GOD,OCLAST WEEK WENT TO SEE A DOCTOR? 
RESPNUM,NUMBER IN FAMILY OF R
POLEFY15,HOW INFORMED ABOUT POLITICS
AGE,EMPIMPORTANCE OF AGE TO PAY
SPANKING,FAVOR SPANKING TO DISCIPLINE CHILD
VOEDNCOL,NON-COLLEGE POSTSECONDARY EDUCATION (VOEDNME2)
RELIG,1RELIGIOUS PREFERENCE OF PERSON #1
AFFRMACT,FAVOR PREFERENCE IN HIRING BLACKS
DWELOWN,DOES R OWN OR RENT HOME?
EVSTRAY,HAVE SEX OTHER THAN SPOUSE WHILE MARRIED
HSMATH,THE HIGHEST LEVEL OF MATH R COMPLETED IN HIGH SCHOOL
RELSP5,RELATIONSHIP OF PERSON 5 TO SPOUSE OF HOUSEHOL
PARBORN,WERE RS PARENTS BORN IN THIS COUNTRY
NATHEAL,IMPROVING & PROTECTING NATIONS HEALTH
MARRCOUN,HOW SCIENTIFIC IS MARRIAGE COUNSELING
ABHLTH,WOMAN'S HEALTH SERIOUSLY ENDANGERED
RELHHD5,RELATION OF 5TH PERSON TO HOUSEHOLD HEAD
CONBUS,CONFIDENCE IN MAJOR COMPANIES
AWAY1,0IS 10TH PERSON STAYING SOMEWHERE ELSE NOW?
VALGIVEN,TOTAL DONATIONS PAST YEAR R AND IMMEDIATE FAMILY
CONCLERG,CONFIDENCE IN ORGANIZED RELIGION
OTHSHELP,PEOPLE SHOULD HELP LESS FORTUNATE OTHERS
RELHH4,RELATIONSHIP OF PERSON 4 TO HEAD OF HOUSEHOLD
SPREL,16RELIGION IN WHICH SPOUSE RAISED
WHOELSE2,PRESENCE OF OTHERS: OLDER CHILDREN
COHABOK,LIVING TOGETHER AS AN ACCEPTABLE OPTION
FEPOL,WOMEN NOT SUITED FOR POLITICS
HSPHYS,R EVER TOOK A HIGH SCHOOL PHYSICS COURSE
OCC10,RS CENSUS OCCUPATION CODE (2010)
VOEDNME2,POSTSECONDARY INSTITUTION ATTENDED FOR CREDIT
FECHLD,MOTHER WORKING DOESN'T HURT CHILDREN
RELSP8,RELATIONSHIP OF PERSON 8 TO SPOUSE OF HOUSEHOL
EXPDESGN,BETTER WAY TO TEST DRUG BTW CONTROL AND NON-CONTROL
BIOSCI,HOW SCIENTIFIC: BIOLOGY
HELPBLK,SHOULD GOVT AID BLACKS?
HSBIO,R EVER TOOK A HIGH SCHOOL BIOLOGY COURSE
HUNT,1DOES R OR SPOUSE OR PARTNER HUNT
HELPAWAY,R LOOKED AFTER PLANT OR PET OF OTHERS WHILE AWAY
HHCLEAN1,WHO DOES HOUSEHOLD CLEANING
RELHH3,RELATIONSHIP OF PERSON 3 TO HEAD OF HOUSEHOLD
RELSP4,RELATIONSHIP OF PERSON 4 TO SPOUSE OF HOUSEHOL
SPDEG,SPOUSES HIGHEST DEGREE
HRS2,NUMBER OF HOURS USUALLY WORK A WEEK
PORNLAW,FEELINGS ABOUT PORNOGRAPHY LAWS
PAIDLV1,MONTHS OF LEAVE THAT SHOULD BE AVAILABLE
RELHH9,RELATIONSHIP OF PERSON 9 TO HEAD OF HOUSEHOLD
ISCO88,"RESPONDENT'S OCCUPATION, 1980 CENSUS & 1988 ISCO CODE"
NATFARE,YASSISTANCE TO THE POOR -- VERSION Y
RICHWORK,"IF RICH, CONTINUE OR STOP WORKING"
HRS1,NUMBER OF HOURS WORKED LAST WEEK
INTAGE,AGE OF INTERVIEWER
RELHH7,RELATIONSHIP OF PERSON 7 TO HEAD OF HOUSEHOLD
TVHOURS,HOURS PER DAY WATCHING TV
HEALTH,1RS HEALTH IN GENERAL
FORM,WTWEIGHT DEAL WITH EXPERIMENTAL RANDOMIZATION
CONPRESS,CONFIDENCE IN PRESS
REG16,"REGION OF RESIDENCE, AGE 16"
MAWRKGRW,MOTHERS EMPLOYMENT WHEN R WAS 16
RELACTIV,1HOW OFTEN DOES R TAKE PART IN RELIG ACTIVITIES
OLD1,AGE OF 1ST PERSON
RELIG,16RELIGION IN WHICH RAISED
NEXTGEN,SCIENCE & TECH. GIVE MORE OPPORTUNITIES TO NEXT GENERATION
SEXSEX18,"SINCE AGE 18, HAVE YOUR SEX PARTNERS BEEN–"
HUNT,BEARTRUE-FALSE: HUNTING MAKE POLAR BEAR EXTINCT THAN CLIMATE CHANGE
NUMMEN,NUMBER OF MALE SEX PARTNERS SINCE 18
LOOKAWAY,PPL LOOK THE OTHER WAY WHEN OTHERS ARE THREATENED
HIVTEST1,IN WHAT MONTH AND YEAR WAS YOUR LAST HIV TEST
INTEDUC,INTERESTED IN LOCAL SCHOOL ISSUES
ELDHELP,WHO SHOULD PROVIDE HELP FOR ELDERLY
FAMSUFFR,FAMILY LIFE SUFFERS IF MOM WORKS F-T
OTHERSEX,R HAD SEX WITH SOME OTHER LAST YEAR
INTFARM,INTERESTED IN FARM ISSUES
SEX,PROMOSEX MAKES YOUR PROMOTION DIFFERENT
INTLWHTS,UNINTELLIGENT -INTELLIGENT
WRKGOVT,GOVT OR PRIVATE EMPLOYEE
RELATE6,RELATIONSHIP OF 6TH PERSON TO HOUSEHOLD HEAD
NUMKIDS,WHAT IS IDEAL NUMBER OF KIDS FOR FAMILY
SEEKSCI,PROBABLE SOURCE OF INFORMATION ABOUT SCIENTIFIC ISSUES
PASEI10,EDUCPERCENTAGE OF SOME COLLEGE EDUC IN PAOCC10 BASED ON ACS 2010
GENDER1,3GENDER OF 13TH PERSON (VISITOR)
MASEI10INC,PERCENTAGE OF $45K+ EARNERS IN MAOCC10 BASED ON ACS 2010
AGE,KDBRNR'S AGE WHEN 1ST CHILD BORN
CONRINC,RESPONDENT INCOME IN CONSTANT DOLLARS
LOANITEM,R HAS LET SOMEONE BORROW A ITEM OF SOME VALUE
NATPARK,ZIMPROVING PARKS AND RECREATION -- VER Z
SEXSEX,5SEX OF SEX PARTNERS LAST FIVE YEARS
NEWS,12PAST 12 MONTHS R WEB TO LEARN NEWS
HOMOSEX,1IS HOMOSEXUAL SEX WRONG?
WHERE2,WHERE IS 2ND PERSON STAYING?
SPSEI10,INCPERCENTAGE OF $45K+ EARNERS IN SPOCC10 BASED ON ACS 2010
INCOME,86TOTAL FAMILY INCOME
RELATE13,RELATION OF 13TH PERSON (VISITOR) TO HEAD
WRKBABY,SHLD WOMAN WITH PRESCHOOLER WORK?
SEX,EDUCSEX EDUCATION IN PUBLIC SCHOOLS
CLASS,ICSHS AND COLL STUDTS READ TOO MANY CLASSICS  
OLD3,AGE OF 3RD PERSON
HHWKFAIR,SHARING OF HH WORK BETWEEN R AND SPOUSE
HEALTH,CONDITION OF HEALTH
MAPRES10,5PLUSMOTHER'S OCCUPATIONAL PRESTIGE SCORE USING THRESHOLD METHOD (2010)
GOODLIFE,STANDARD OF LIVING OF R WILL IMPROVE
NATCITYY,ASSISTANCE TO BIG CITIES -- VERSION Y
REBORN,HAS R EVER HAD A 'BORN AGAIN' EXPERIENCE
COLSCI,NMNUMBER OF COLLEGE-LEVEL SCI COURSES R HAVE TAKEN
NATROAD,HIGHWAYS AND BRIDGES
RACE,2RACE OF PERSON NUMBER 2
SCIENTMO,SCIENTISTS EARN LESS
OTHER,2PERSON #2 IS OTHER TYPE OF ACQUAINTANCE
NATAIDY,ASSISTANCE TO OTHER COUNTRIES -- VER Y
GOD,HELPASK FOR GODS HELP IN DAILY ACTIVITIES
INDUS10,RS INDUSTRY CODE (NAICS 2007)
HOTCORE,SCI KNOWLEDGE: THE CENTER OF EARTH IS VERY HOT
RELATE1,RELATIONSHIP OF 1ST PERSON TO HOUSEHOLD HEAD
MAPRES105PLUS,MOTHER'S OCCUPATIONAL PRESTIGE SCORE USING THRESHOLD METHOD (2010)
GOD,MEANSLIFE MEANINGFUL BECAUSE GOD EXISTS
RELHHD13,RELATION OF 13TH PERSON (VISITOR) TO HEAD
HELPFUL,PEOPLE HELPFUL OR LOOKING OUT FOR SELVES
SOCOMMUN,SPEND EVENING WITH NEIGHBOR
JOKESWK,TARGET OF DEROGATORY COMMENTS OR JOKES AT WORK
MASEI10,R'S MOTHER'S SOCIOECONOMIC INDEX (2010)
FORM,LHRSTHE NUMBER OF HRS IN FORMAL TRAINING          
NATAID,FOREIGN AID
BETRLANG,WHICH LANGUAGE R SPEAKS MORE FLUENT
ENGINT,ENGINEERS ONLY INTERESTED IN WORK
DEGREE,RS HIGHEST DEGREE
BALLOT,BALLOT USED FOR INTERVIEW
RACECEN1,WHAT IS RS RACE 1ST MENTION
SEX,FREQFREQUENCY OF SEX DURING LAST YEAR
SPSECTOR,TYPE OF COLLEGE SPOUSE ATTENDED
TAX,PAIDDO AUTHORITIES ENSURE TAXES ARE PAID
ZODIAC,RESPONDENTS ASTROLOGICAL SIGN
SPISCO88,"R'S SPOUSE'S OCCUPATION, 1980 CENSUS & 1988 ISCO CODE"
DIFSTAND,SOME PPL HOLD STANDARD IN WORKPLACE THAT OTHERS DON™T
SPKRAC,ALLOW RACIST TO SPEAK
NATARMS,YNATIONAL DEFENSE -- VERSION Y
SPOCCINDV,SPOUSE'S OCC/IND VERBATIM RETRIEVED
SOCSCI,HOW SCIENTIFIC: SOCIOLOGY
ENGBTR,ENGINEERS WANT TO MAKE LIFE BETTER FOR AVG PERSON
WHOELSE1,PRESENCE OF OTHERS: CHILDREN UNDER SIX
NATENVIR,IMPROVING & PROTECTING ENVIRONMENT
MOBILE16,GEOGRAPHIC MOBILITY SINCE AGE 16
PARTFULL,WAS R'S WORK PART-TIME OR FULL-TIME?
FEAR,HOMEDOES R FEEL SAFE AND SECURE AT HOME
HEALTH1,2R USE WEB FOR HEALTH INFORMATION IN PAST 12 MON
RELATE1,2RELATION OF 12TH PERSON (VISITOR) TO HEAD
SCIENTOD,SCIENTISTS ODD AND PECULIAR
UNEMP,EVER UNEMPLOYED IN LAST TEN YRS
